Date,ALUA,BBAR,BMA,CEPU,COME,CRES,CVH,EDN,GGAL,LOMA,MIRG,PAMP,SUPV,TECO2,TGNO4,TGSU2,TRAN,TXAR,YPFD,VALO
2016-10-11,11.05,101.25,116.4,22.25,1.41454,26.2,,16.15,47.95,,440.33334,19.8,44.4,56.4,8.76887,22.0,9.99,9.13,294.5,4.014915466308594
2016-10-12,11.0,101.95,116.7,22.625,1.4276,27.35,,16.4,47.95,,440.0,19.6,44.05,55.8,8.76887,21.8,9.9,9.11,291.5,4.014915466308594
2016-10-13,11.0,101.3,117.4,22.775,1.41454,27.25,,16.2,47.7,,444.0,19.5,43.85,55.6,8.80503,22.15,9.85,9.08,286.5,4.014915466308594
2016-10-14,11.0,101.8,120.15,23.5,1.41889,27.35,,16.3,48.0,,459.66666,19.6,44.5,56.0,8.97679,22.25,9.85,9.1,286.5,4.014915466308594
2016-10-17,11.0,103.0,121.3,23.96875,1.42325,27.55,,16.35,48.25,,469.33334,20.0,44.5,56.3,9.26607,22.65,9.95,9.43,293.5,4.014915466308594
2016-10-18,10.85,103.35,121.0,24.25,1.47548,27.7,,16.5,47.9,,469.53333,20.0,46.0,55.4,9.85368,22.8,10.6,9.45,292.0,4.014915466308594
2016-10-19,10.85,109.45,122.75,24.5,1.49724,27.6,,16.9,48.9,,462.89999,20.8,,55.3,10.30568,23.1,11.3,9.54,294.5,4.014915466308594
2016-10-20,10.85,109.6,121.9,24.3125,1.46677,27.45,,17.3,48.3,,452.66666,20.85,46.0,56.45,10.71248,23.3,11.75,9.48,289.5,4.014915466308594
2016-10-21,11.15,107.5,120.9,24.5875,1.50594,27.15,,18.2,47.65,,457.43335,21.1,45.7,56.65,10.93849,23.85,12.0,9.7,288.25,4.014915466308594
2016-10-24,11.1,106.45,120.0,24.5,1.54947,27.3,,18.9,47.95,,452.0,21.0,,56.4,11.02889,23.8,12.2,9.87,288.0,4.014915466308594
2016-10-25,11.2,106.4,120.25,24.20625,1.55817,27.2,,19.45,47.4,,491.0,20.9,45.9,56.4,11.02889,23.6,12.15,9.93,285.89999,4.014915466308594
2016-10-26,10.85,105.2,117.45,23.75,1.56252,27.35,,18.95,47.05,,486.0,20.4,44.8,56.75,10.80288,23.3,11.75,9.69,279.0,4.014915466308594
2016-10-27,10.7,103.3,117.3,23.25,1.54512,27.0,,19.3,47.3,,476.0,20.45,44.8,57.2,10.12488,22.9,11.45,9.65,276.0,4.014915466308594
2016-10-28,10.6,102.5,116.0,22.375,1.51465,26.6,,19.3,47.45,,459.0,20.75,45.0,56.95,10.44128,22.65,11.5,9.58,271.5,4.014915466308594
2016-10-31,10.4,100.85,115.0,21.975,1.45371,26.8,,19.3,47.1,,449.0,20.55,47.5,56.8,10.21528,22.4,11.3,9.38,268.35001,4.014915466308594
2016-11-01,10.1,96.8,114.5,21.875,1.39713,25.9,,19.5,46.2,,418.5,20.4,45.3,56.3,10.12488,21.5,10.8,9.39,262.5,4.014915466308594
2016-11-02,10.0,96.0,113.5,21.2375,1.38843,25.3,,18.75,45.1,,416.0,20.15,45.0,56.0,9.94408,21.2,10.55,9.48,256.5,4.014915466308594
2016-11-03,9.8,95.4,112.2,21.2125,1.37537,24.6,,18.85,44.0,,419.10001,20.1,45.0,56.35,9.94408,21.0,10.45,9.36,252.0,4.014915466308594
2016-11-04,9.6,95.6,112.5,21.375,1.36231,24.75,,19.35,44.8,,422.0,20.2,44.0,56.0,9.98928,20.9,10.8,9.14,252.5,4.014915466308594
2016-11-07,9.8,97.7,114.2,22.0,1.41889,25.4,,19.65,46.4,,434.0,20.7,45.0,56.35,10.12488,21.95,10.95,9.14,255.2,4.014915466308594
2016-11-08,9.65,96.1,112.8,21.5,1.41889,25.3,,19.45,46.05,,438.75,20.55,44.6,55.75,10.39608,22.35,10.6,9.07,250.60001,4.014915466308594
2016-11-09,9.54,96.3,113.5,21.1875,1.38408,25.0,,19.85,45.45,,435.0,20.65,44.0,55.3,10.39608,22.6,10.4,9.0,244.0,4.014915466308594
2016-11-10,9.32,93.7,109.3,20.4375,1.3362,23.25,,19.5,43.5,,420.10001,20.05,44.7,55.0,9.76328,21.3,10.15,8.47,240.5,4.014915466308594
2016-11-11,9.4,93.5,105.9,19.3625,1.29267,22.4,,19.2,42.9,,385.0,19.65,43.0,54.8,9.31127,20.8,9.8,8.15,242.05,4.014915466308594
2016-11-14,9.16,91.0,106.5,19.125,1.24044,22.45,,19.6,43.0,,368.0,19.9,44.9,54.5,9.22087,20.6,9.63,8.17,247.5,4.014915466308594
2016-11-15,9.5,94.25,108.45,20.875,1.27526,23.95,,19.95,44.7,,401.89999,20.75,45.9,56.0,10.12488,22.0,10.1,8.64,263.0,4.014915466308594
2016-11-16,9.65,92.5,108.5,21.75,1.28832,24.35,,20.0,44.35,,409.0,20.95,45.25,55.1,10.62208,22.0,10.65,8.73,257.60001,4.014915466308594
2016-11-17,9.65,93.15,110.0,21.8125,1.27962,24.4,,19.9,44.5,,403.70001,21.0,45.0,55.55,10.53168,22.35,11.0,8.61,250.0,4.014915466308594
2016-11-18,9.72,92.0,110.95,21.94375,1.2535,24.25,,19.95,43.9,,393.70001,20.7,44.95,56.45,10.71248,22.3,10.7,8.61,254.0,4.014915466308594
2016-11-21,10.2,92.85,111.75,22.1875,1.32749,24.4,,19.85,45.4,,397.0,21.5,44.5,57.5,10.48648,23.1,10.95,8.94,264.0,4.014915466308594
2016-11-22,10.6,97.9,114.0,22.375,1.36231,24.5,,20.95,45.4,,403.0,23.0,44.8,57.4,11.02889,23.6,11.75,9.34,265.5,4.014915466308594
2016-11-23,10.7,96.9,112.2,22.475,1.36231,25.7,,22.2,45.15,,407.0,22.65,45.0,56.0,10.84808,24.2,11.7,9.35,264.5,4.014915466308594
2016-11-24,10.7,96.5,111.9,22.16875,1.37537,26.7,,21.35,44.8,,405.0,22.2,44.8,56.5,11.02889,24.45,11.7,9.63,265.79999,4.014915466308594
2016-11-25,10.5,96.15,111.85,21.625,1.37537,26.05,,21.25,44.3,,398.5,22.1,,56.4,10.84808,24.1,11.8,9.68,258.0,4.014915466308594
2016-11-29,10.4,97.9,112.5,21.25,1.36667,26.05,,21.4,44.2,,396.0,21.8,45.25,58.15,10.93849,24.9,11.8,9.67,256.5,4.014915466308594
2016-11-30,10.4,97.5,114.0,21.0625,1.39278,25.4,,21.4,44.4,,382.0,22.25,45.45,58.6,10.66728,25.6,11.8,9.45,269.70001,5.466397285461426
2016-12-01,10.0,94.6,112.5,20.5,1.33185,24.4,,21.45,43.65,,360.04999,22.0,45.0,58.95,10.35088,25.1,11.75,9.26,264.20001,5.466397285461426
2016-12-02,9.85,91.3,109.0,21.1875,1.31008,24.55,,21.4,42.25,,351.64999,22.2,43.5,59.4,10.39608,26.1,11.9,9.24,260.10001,5.466397285461426
2016-12-05,9.85,93.6,110.9,20.875,1.30573,24.8,,21.95,42.3,,347.5,22.25,44.55,58.8,10.48648,26.1,12.15,9.27,262.54999,5.466397285461426
2016-12-06,10.1,93.0,109.0,21.025,1.34926,25.65,,22.05,42.0,,355.0,22.8,44.0,58.3,10.57688,26.25,12.95,9.3,260.25,5.466397285461426
2016-12-07,9.9,92.1,108.5,21.3125,1.34926,25.6,,22.05,41.2,,354.0,22.8,44.3,58.5,11.25489,25.7,12.9,9.24,259.10001,5.466397285461426
2016-12-12,9.95,91.7,105.95,21.25,1.36231,24.75,,21.9,41.0,,341.54999,22.25,43.9,57.35,11.48089,26.9,13.3,9.23,259.0,5.466397285461426
2016-12-13,9.95,91.1,104.1,21.5,1.34926,25.6,,21.5,40.95,,335.0,22.7,44.2,57.5,12.02329,27.2,13.7,9.27,261.60001,5.466397285461426
2016-12-14,9.78,91.8,104.7,21.8125,1.31444,25.45,,21.7,41.2,,330.0,22.05,44.0,57.5,12.02329,27.3,13.9,9.15,254.0,5.466397285461426
2016-12-15,9.87,88.9,103.0,22.0,1.27962,25.7,,21.7,40.0,,319.79999,22.2,43.5,56.0,11.84249,26.75,13.8,9.14,246.60001,5.636160373687744
2016-12-16,9.9,88.5,101.5,22.1125,1.26221,24.7,,21.7,39.5,,311.5,22.05,43.5,56.55,11.75209,27.15,14.2,9.09,245.0,5.636160373687744
2016-12-19,9.53,86.7,99.1,21.74375,1.20563,23.4,,20.5,38.0,,297.0,21.55,42.5,55.0,11.57129,26.75,13.95,8.67,237.5,5.636160373687744
2016-12-20,9.35,86.0,98.75,21.375,1.21868,23.6,,21.5,37.55,,293.5,21.1,41.0,55.0,11.52609,26.75,13.95,8.98,241.0,5.636160373687744
2016-12-21,9.69,89.9,103.4,21.8125,1.27962,24.2,,22.0,39.9,,311.0,21.65,41.9,57.0,11.48089,26.9,13.95,9.3,245.0,5.636160373687744
2016-12-22,9.55,87.3,100.0,22.25,1.28832,23.85,,21.5,39.35,,304.89999,21.35,39.25,56.5,11.48089,27.5,14.05,9.12,239.0,5.636160373687744
2016-12-23,9.56,88.0,97.2,22.3125,1.25785,23.8,,20.8,39.6,,304.89999,20.95,42.0,55.85,12.02329,27.85,14.55,9.15,240.0,5.636160373687744
2016-12-26,9.43,88.0,98.0,22.0,1.24915,23.65,,19.95,39.65,,289.5,20.3,39.5,54.4,11.84249,28.15,14.3,9.04,233.0,5.636160373687744
2016-12-27,9.42,89.0,99.0,22.275,1.25785,24.0,,20.7,40.0,,285.0,20.6,39.0,56.6,11.75209,28.4,14.8,9.06,244.89999,5.636160373687744
2016-12-28,9.5,89.5,101.95,22.625,1.26656,23.75,,20.25,41.35,,275.89999,20.75,39.5,57.0,11.84249,29.2,14.8,8.96,252.2,5.636160373687744
2016-12-29,9.98,93.0,102.7,22.75,1.29267,24.5,,20.7,42.7,,282.0,22.0,41.0,58.7,12.3849,29.6,15.05,9.35,259.0,5.636160373687744
2016-12-30,,,,,,,,,,,,,,,,,,,,5.636160373687744
2017-01-02,10.3,96.95,109.5,23.375,1.33185,25.55,,21.75,44.6,,297.39999,23.2,40.9,59.0,13.1081,31.85,16.2,9.75,273.0,5.636160373687744
2017-01-03,10.25,97.9,112.75,23.75,1.31444,26.4,,22.55,44.85,,319.75,23.15,42.75,58.8,13.92171,31.4,16.65,9.71,275.0,5.636160373687744
2017-01-04,10.05,97.5,113.5,24.125,1.30573,26.7,,24.7,45.05,,329.0,23.35,44.3,58.5,14.28331,30.85,17.05,9.65,273.0,5.636160373687744
2017-01-05,10.0,98.0,114.25,24.125,1.31008,26.6,,24.7,45.5,,348.0,23.0,44.0,57.9,14.23811,31.0,17.55,9.76,270.0,5.636160373687744
2017-01-06,10.05,98.75,113.7,24.375,1.34055,26.9,,24.8,46.75,,368.70001,23.5,44.25,59.0,14.50931,29.95,17.45,9.78,273.85001,5.636160373687744
2017-01-09,10.15,97.0,115.0,24.09375,1.3362,27.4,,24.5,47.3,,386.0,23.7,43.5,59.6,14.37371,30.8,17.2,10.05,290.5,5.636160373687744
2017-01-10,10.1,98.5,117.8,24.3875,1.34926,27.2,,25.0,48.8,,379.95001,24.85,44.0,61.05,14.78052,31.65,16.95,10.0,324.89999,5.636160373687744
2017-01-11,9.7,95.7,116.75,24.125,1.30573,26.6,,24.75,48.25,,343.0,25.3,43.5,62.4,14.41891,30.8,16.3,9.52,324.0,5.636160373687744
2017-01-12,9.88,94.2,115.5,24.125,1.28397,26.3,,24.3,49.15,,349.25,25.1,44.8,61.5,14.41891,30.7,16.0,9.71,328.0,5.636160373687744
2017-01-13,9.97,95.8,115.0,24.75,1.28832,26.6,,24.85,49.6,,357.95001,26.0,45.5,61.4,14.46411,31.5,17.35,9.88,333.0,5.636160373687744
2017-01-16,10.05,95.8,116.7,24.75,1.28832,26.6,,24.7,50.05,,356.89999,26.35,45.9,65.0,14.37371,31.3,17.7,9.99,334.64999,5.636160373687744
2017-01-17,9.94,95.2,116.0,24.5,1.30138,25.9,,24.25,50.1,,349.45001,26.7,45.9,62.25,14.37371,31.4,17.7,9.97,335.0,5.636160373687744
2017-01-18,9.9,95.0,116.25,24.375,1.29267,26.15,,24.65,50.6,,335.0,27.35,45.85,63.0,14.37371,32.15,17.6,9.97,331.0,6.281263828277588
2017-01-19,9.82,92.8,115.0,24.125,1.27526,25.6,,24.65,50.3,,317.0,27.0,45.9,63.0,14.46411,31.8,16.95,9.98,326.0,6.281263828277588
2017-01-20,10.0,95.0,118.7,24.25,1.27962,26.0,,24.7,51.6,,322.89999,27.7,45.0,63.0,14.55451,31.85,17.25,10.7,336.5,6.281263828277588
2017-01-23,10.7,97.9,123.3,24.49375,1.31879,26.4,,25.1,52.8,,338.0,28.8,44.0,63.0,14.96132,31.8,17.5,11.35,346.0,6.281263828277588
2017-01-24,10.35,97.85,124.1,24.5,1.30573,26.4,,24.6,52.75,,336.20001,28.55,44.0,61.8,14.91612,31.7,17.6,10.95,357.5,6.281263828277588
2017-01-25,10.7,102.6,124.55,24.60625,1.29703,26.85,,24.6,51.8,,334.39999,28.4,44.5,62.5,14.91612,31.9,17.5,10.95,359.54999,6.281263828277588
2017-01-26,10.35,98.2,122.5,24.25,1.28397,27.1,,24.3,50.3,,332.10001,28.85,45.0,61.0,14.46411,31.9,17.35,10.55,350.70001,6.281263828277588
2017-01-27,10.6,99.9,121.95,24.49375,1.30573,27.55,,24.4,49.6,,326.5,28.85,45.1,61.0,15.00652,31.8,17.6,10.75,349.0,6.281263828277588
2017-01-30,10.3,97.0,119.0,24.375,1.27091,26.35,,24.8,49.2,,316.89999,28.9,45.1,60.4,14.73531,31.2,17.3,10.4,334.29999,5.941735744476318
2017-01-31,10.25,97.4,119.9,24.875,1.27526,27.45,,26.75,49.45,,317.0,29.5,46.3,61.8,15.09692,32.4,18.6,10.45,343.5,5.941735744476318
2017-02-01,10.2,99.0,119.8,26.0,1.27526,27.85,,27.15,49.75,,309.89999,30.25,46.7,65.4,15.09692,33.95,18.4,10.65,341.0,5.941735744476318
2017-02-02,10.35,100.45,119.5,26.875,1.27962,28.5,,27.7,50.0,,308.0,30.95,44.6,67.4,15.14212,33.45,18.1,10.55,350.0,5.941735744476318
2017-02-03,10.25,99.95,120.1,27.0,1.29267,27.8,,26.7,50.55,,301.5,29.45,44.9,69.05,15.95572,34.0,17.55,10.4,344.0,6.111499309539795
2017-02-06,10.25,100.05,122.5,27.5,1.32314,28.15,,26.3,51.0,,292.5,29.95,44.3,69.0,16.00093,35.0,17.25,10.45,345.54999,6.111499309539795
2017-02-07,10.15,100.95,125.0,27.1,1.31444,28.15,,26.35,51.7,,305.89999,30.1,45.0,68.5,16.54333,35.4,17.1,10.45,335.0,6.111499309539795
2017-02-08,10.3,101.5,124.5,26.55,1.31008,27.95,,24.9,53.45,,345.0,28.85,45.95,70.0,16.72413,34.9,17.0,10.15,331.39999,6.111499309539795
2017-02-09,10.5,102.8,128.5,26.3,1.31008,28.5,,25.4,54.9,,339.95001,28.7,45.75,72.75,16.54333,34.0,17.2,10.25,334.5,6.111499309539795
2017-02-10,10.45,101.9,131.0,26.9,1.31879,29.7,,25.35,54.95,,329.45001,29.15,45.5,71.85,16.49813,35.2,18.0,10.2,340.0,6.111499309539795
2017-02-13,10.45,98.5,127.7,26.85,1.31879,30.6,,25.5,53.85,,327.79999,28.8,47.4,71.0,16.72413,35.75,18.55,10.6,334.0,6.111499309539795
2017-02-14,10.35,99.75,131.0,26.45,1.32314,30.1,,25.8,53.5,,329.75,29.2,47.0,70.4,16.63373,35.0,18.5,10.55,335.20001,6.111499309539795
2017-02-15,10.5,98.1,134.5,26.15,1.31879,30.0,,25.85,54.4,,332.89999,29.3,47.5,72.95,16.49813,34.7,18.35,10.8,332.0,6.111499309539795
2017-02-16,10.5,97.2,128.3,26.0,1.31879,29.75,,26.0,53.1,,326.35001,29.0,47.5,72.3,16.49813,34.4,18.8,10.75,334.5,6.026617050170898
2017-02-17,10.6,98.0,126.0,26.0,1.30573,29.7,,27.0,54.2,,329.5,29.4,49.0,73.3,16.63373,34.95,19.95,10.75,332.5,6.026617050170898
2017-02-20,10.7,97.5,128.10001,26.7,1.30138,30.4,,27.95,54.4,,327.0,30.5,49.0,74.0,16.81453,37.15,20.9,11.2,333.89999,6.026617050170898
2017-02-21,10.45,96.25,129.2,26.7,1.31008,30.3,,27.1,54.2,,319.5,30.45,49.0,72.1,17.04053,36.75,21.25,11.1,350.0,6.026617050170898
2017-02-22,10.4,95.3,129.75,27.3,1.31879,30.1,,27.2,54.15,,312.0,29.95,48.1,72.6,16.90493,37.3,22.1,11.05,342.0,6.026617050170898
2017-02-23,10.3,94.3,127.0,27.45,1.37102,29.25,,26.4,52.1,,310.0,28.9,48.0,71.95,17.17613,36.5,21.4,10.9,331.0,6.026617050170898
2017-02-24,10.1,92.5,124.25,26.3,1.34926,28.7,,26.2,50.7,,301.5,28.5,48.0,69.8,16.90493,36.8,20.9,10.6,325.0,6.026617050170898
2017-03-01,10.3,89.35,126.95,25.85,1.3449,29.65,,26.65,51.2,,292.0,29.1,47.25,68.5,17.17613,37.6,21.6,10.8,329.5,6.026617050170898
2017-03-02,10.1,87.0,123.0,24.9,1.33185,29.25,,26.05,50.0,,287.95001,28.5,47.0,66.8,17.26653,37.1,21.1,10.55,322.95001,6.026617050170898
2017-03-03,10.2,91.0,128.3,26.15,1.33185,29.45,,26.15,52.3,,291.70001,29.1,47.5,67.65,18.62255,36.9,21.0,10.75,330.0,6.026617050170898
2017-03-06,10.25,90.75,125.25,26.65,1.34055,29.45,,25.8,51.05,,289.79999,29.2,47.5,69.5,19.79775,37.3,20.65,10.6,333.89999,6.026617050170898
2017-03-07,10.05,90.85,125.3,27.05,1.36231,29.4,,25.4,51.2,,289.75,29.2,47.3,68.05,19.79775,38.4,20.65,10.5,336.0,6.026617050170898
2017-03-08,10.15,91.9,127.25,27.15,1.36667,30.25,,24.8,51.55,,293.0,29.45,47.5,68.1,20.24976,40.0,21.0,10.6,334.89999,6.026617050170898
2017-03-09,9.89,90.35,125.9,26.2,1.3362,29.5,,24.4,51.05,,286.89999,28.75,46.0,68.0,18.98415,39.2,20.5,10.45,321.5,6.026617050170898
2017-03-10,9.8,89.5,126.8,26.0,1.34926,29.5,,24.5,52.1,,275.45001,28.75,46.5,70.0,18.71295,40.15,20.15,10.4,323.95001,6.026617050170898
2017-03-13,9.93,90.45,128.8,25.9,1.34926,29.6,,25.45,54.0,,282.45001,29.1,47.0,71.85,19.75256,41.8,20.8,10.35,335.0,6.026617050170898
2017-03-14,10.0,90.45,128.0,25.8,1.35361,29.2,,24.9,53.65,,280.0,29.4,47.4,70.0,19.79775,41.95,20.95,10.45,337.25,6.026617050170898
2017-03-15,10.15,91.3,129.8,26.0,1.34926,29.65,,25.2,54.5,,298.89999,29.8,48.0,71.7,19.79775,42.8,20.8,10.5,347.0,6.026617050170898
2017-03-16,10.3,93.95,132.0,25.75,1.3362,30.55,,25.5,55.1,,311.20001,30.55,48.9,72.4,20.20456,43.75,20.7,10.7,364.25,6.026617050170898
2017-03-17,10.7,93.95,129.0,25.45,1.34055,30.15,,25.3,54.4,,301.0,30.4,48.8,72.0,20.15936,44.0,20.7,10.65,362.0,6.026617050170898
2017-03-20,10.45,95.3,132.39999,25.0,1.38843,30.5,,25.6,56.25,,303.95001,31.5,48.5,71.2,19.66215,43.5,21.45,10.7,370.5,6.026617050170898
2017-03-21,10.7,93.9,131.5,24.8,1.38843,30.2,,25.4,56.1,,293.60001,30.9,49.0,70.3,19.16495,42.4,21.2,10.7,363.0,6.026617050170898
2017-03-22,10.7,94.2,131.45,24.7,1.37102,29.9,,25.7,57.35,,291.0,31.05,48.2,69.75,19.43615,42.6,21.65,10.7,365.0,6.167336940765381
2017-03-23,10.7,95.25,132.85001,24.95,1.39278,30.35,,25.55,58.45,,292.85001,31.3,48.6,68.5,19.88815,43.3,21.4,10.65,366.0,6.167336940765381
2017-03-27,10.6,94.0,131.5,24.65,1.39278,30.6,,25.7,59.65,,285.0,32.2,49.85,69.0,20.06896,43.0,21.35,10.55,367.45001,6.167336940765381
2017-03-28,10.6,94.5,131.05,24.4,1.38843,30.8,,26.15,59.5,,277.25,33.05,50.05,69.7,21.47017,43.0,22.2,10.45,373.0,6.167336940765381
2017-03-29,10.55,95.3,129.0,24.1,1.37102,30.8,,26.9,59.2,,268.0,33.7,50.55,70.0,22.10297,43.8,23.3,10.6,369.0,6.167336940765381
2017-03-30,10.3,95.6,130.3,24.6,1.35796,30.75,,26.4,59.4,,287.89999,34.0,52.4,71.0,22.10297,43.3,24.3,10.4,375.0,0.7810044884681702
2017-03-31,10.65,95.1,133.5,25.6,1.35361,30.7,,26.65,58.9,,290.0,33.7,53.1,69.0,22.82618,43.9,23.65,10.7,375.0,0.7810044884681702
2017-04-03,10.6,98.0,135.0,26.25,1.35796,32.0,,26.85,60.6,,290.5,33.0,52.75,70.9,23.09738,45.6,23.4,10.75,384.0,0.7810044884681702
2017-04-04,10.85,97.7,133.5,26.5,1.37537,32.85,,26.9,61.3,,286.5,33.7,52.8,70.2,23.50418,45.3,23.15,10.9,397.0,0.7810044884681702
2017-04-05,10.95,98.3,134.0,25.95,1.37537,32.05,,26.5,61.5,,288.25,33.7,52.0,71.0,24.13699,45.25,23.75,11.0,386.0,0.7810044884681702
2017-04-06,11.2,98.2,133.5,25.7,1.37102,32.0,,26.7,61.1,,290.39999,34.85,52.8,70.9,25.1314,46.05,24.05,11.15,391.0,0.7810044884681702
2017-04-07,11.15,98.9,134.8,25.7,1.39278,31.8,,26.2,60.75,,287.5,34.55,52.5,70.8,26.0354,45.7,23.65,11.1,389.0,0.7810044884681702
2017-04-10,11.35,96.0,132.64999,25.6,1.40148,32.3,,26.05,59.5,,278.95001,36.0,54.0,69.7,26.53261,47.15,24.1,11.25,391.79999,0.7810044884681702
2017-04-11,11.65,96.8,130.5,25.2,1.40148,32.25,,26.85,59.65,,283.64999,36.0,52.6,69.0,26.2614,49.0,24.3,11.5,393.79999,0.7810044884681702
2017-04-12,11.65,94.6,128.0,24.5,1.38843,31.4,,27.2,59.2,,279.0,35.75,53.0,68.0,25.945,51.5,24.7,11.45,395.29999,0.7810044884681702
2017-04-17,11.6,93.25,129.0,24.1,1.38843,31.8,,27.4,59.55,,285.0,35.7,51.85,67.6,25.493,51.05,24.25,11.1,395.10001,0.7810044884681702
2017-04-18,11.45,93.5,129.60001,24.95,1.38408,31.55,,27.5,59.4,,283.79999,35.65,53.0,68.75,25.493,50.45,24.15,10.95,392.0,0.7810044884681702
2017-04-19,11.1,94.0,130.10001,24.6,1.39713,32.6,,27.8,60.1,,280.0,35.15,52.4,69.75,25.1766,49.0,24.05,10.7,384.60001,0.7810044884681702
2017-04-20,11.3,94.8,131.8,24.65,1.39713,32.7,,27.9,60.2,,286.0,35.75,50.25,70.0,24.31779,50.0,24.1,10.75,394.0,0.7810044884681702
2017-04-21,11.35,96.0,131.5,24.25,1.41019,32.3,,28.35,60.65,,295.89999,36.1,53.25,71.5,24.67939,50.5,24.0,10.7,396.0,0.7810044884681702
2017-04-24,11.45,96.0,132.7,24.5,1.52335,32.8,,28.4,61.8,,311.0,36.45,52.5,71.4,24.81499,50.0,25.5,10.85,400.0,0.7810044884681702
2017-04-25,11.45,95.7,132.7,24.35,1.6017,32.85,,27.65,60.95,,312.0,36.0,54.0,71.1,24.8602,47.35,26.2,11.0,396.5,0.7810044884681702
2017-04-26,11.55,95.0,132.25,24.4,1.54947,32.35,,27.1,60.4,,312.5,35.05,52.5,71.3,25.041,46.8,25.6,11.2,392.0,0.7810044884681702
2017-04-27,11.5,95.8,132.0,24.15,1.54512,31.9,,26.25,61.4,,317.5,34.15,51.5,71.95,24.8602,46.1,25.5,11.45,394.25,0.8939282298088074
2017-04-28,11.5,95.0,134.25,24.1,1.62346,32.5,,26.8,60.7,,316.0,34.0,53.05,69.75,24.90539,46.3,25.5,11.65,402.0,0.8939282298088074
2017-05-02,11.6,94.0,137.05,23.5,1.66263,32.45,,27.0,61.6,,327.95001,35.2,52.7,72.9,24.72459,46.7,25.4,11.8,394.14999,0.8939282298088074
2017-05-03,11.45,94.65,135.0,23.6,1.64522,32.45,,26.7,63.6,,338.0,35.6,52.5,74.5,24.58899,45.8,24.8,11.9,392.0,0.8939282298088074
2017-05-04,11.45,93.5,134.2,23.5,1.64957,32.4,,26.3,63.0,,334.5,35.55,52.7,73.8,24.04659,45.15,24.4,11.8,379.89999,0.8939282298088074
2017-05-05,11.3,93.2,136.5,23.75,1.68439,32.5,,25.85,63.7,,328.45001,35.6,52.55,74.5,23.50418,46.1,24.0,11.75,379.0,0.8939282298088074
2017-05-08,11.15,92.15,136.5,24.3,1.67134,32.65,,25.4,65.0,,324.70001,35.8,52.65,73.7,23.41378,46.0,23.8,11.6,373.0,0.8939282298088074
2017-05-09,11.1,91.4,136.0,24.3,1.64087,33.1,,26.0,65.0,,333.0,35.85,52.65,73.8,23.50418,46.2,23.8,11.6,370.0,0.8939282298088074
2017-05-10,11.3,91.8,137.5,24.4,1.69745,33.85,,26.0,65.9,,345.04999,36.75,52.65,74.0,23.23298,45.45,24.5,11.6,383.0,0.8939282298088074
2017-05-11,11.15,91.8,140.0,24.3,1.63652,33.9,,26.0,65.7,,348.5,36.9,53.2,74.7,23.68499,45.6,25.1,11.5,373.95001,1.1371464729309082
2017-05-12,10.8,93.5,135.0,24.15,1.58864,33.9,,26.0,64.8,,348.0,37.1,53.0,76.5,23.91099,46.4,25.25,11.4,378.0,1.1371464729309082
2017-05-15,10.8,94.65,138.0,23.75,1.57123,34.15,,25.65,66.2,,344.0,36.7,54.5,78.5,24.22739,46.85,25.7,11.45,381.0,1.6583303213119507
2017-05-16,10.65,95.6,140.0,23.25,1.57993,34.45,,25.7,68.2,,342.5,37.4,55.5,78.25,24.49859,47.8,25.95,11.5,381.0,2.0318448543548584
2017-05-17,10.65,94.7,137.8,22.8,1.56688,33.6,,25.2,67.75,,337.0,37.1,53.8,76.5,23.77538,48.35,26.1,11.45,378.75,2.0318448543548584
2017-05-18,10.25,93.0,133.55,22.25,1.50159,32.95,,25.5,66.8,,325.75,36.5,52.9,76.35,23.23298,47.6,26.2,11.05,377.79999,2.0318448543548584
2017-05-19,10.35,93.5,138.0,22.3,1.519,33.8,,25.75,68.4,,338.5,38.2,54.0,79.0,23.86579,48.15,26.75,11.35,389.0,2.0318448543548584
2017-05-22,10.55,93.5,138.5,22.4,1.50159,33.3,,25.3,68.65,,331.0,38.5,55.0,78.3,23.86579,48.4,26.0,11.4,388.25,2.0318448543548584
2017-05-23,10.6,94.5,139.0,22.1,1.53641,33.5,,25.2,68.2,,325.60001,38.3,53.0,78.0,23.95619,48.1,25.9,11.6,387.0,2.0318448543548584
2017-05-24,10.65,96.8,139.0,22.4,1.54947,33.3,,25.0,68.35,,325.64999,38.8,52.0,78.5,24.9506,48.1,25.9,11.45,391.60001,2.0318448543548584
2017-05-26,10.9,102.0,143.0,23.1,1.55382,32.95,,26.05,71.6,,331.85001,40.75,55.0,81.4,25.7642,50.95,26.5,11.4,402.0,2.0318448543548584
2017-05-29,11.15,109.5,146.10001,24.2,1.519,32.55,,27.5,71.75,,326.0,41.25,56.0,84.0,27.21061,53.4,26.6,11.55,411.0,2.0318448543548584
2017-05-30,11.4,108.0,143.5,24.1,1.47983,32.9,,26.1,71.9,,326.70001,40.65,56.0,82.95,28.29542,53.1,27.3,11.85,403.95001,2.0318448543548584
2017-05-31,11.6,108.0,143.5,24.5,1.50594,32.65,,25.9,71.95,,345.5,40.65,59.2,83.7,30.10344,53.3,27.6,11.6,399.0,3.561419725418091
2017-06-01,11.55,111.15,143.0,24.6,1.47548,32.25,,25.8,73.4,,346.10001,41.75,55.3,83.9,31.36905,54.0,27.75,11.45,405.79999,3.561419725418091
