Date,ALUA,BBAR,BMA,CEPU,COME,CRES,CVH,EDN,GGAL,LOMA,MIRG,PAMP,SUPV,TECO2,TGNO4,TGSU2,TRAN,TXAR,YPFD,VALO
2017-06-02,11.5,111.2,147.3,24.8,1.49289,32.3,,25.95,74.2,,340.25,41.3,58.0,83.0,30.82664,54.5,28.4,11.4,399.89999,3.561419725418091
2017-06-05,11.35,111.1,155.10001,24.35,1.55382,32.0,,25.65,74.95,,331.75,40.9,58.5,81.7,30.51024,52.9,29.1,11.2,393.5,3.561419725418091
2017-06-06,11.5,109.05,153.25,24.0,1.55382,31.5,,25.25,73.65,,350.0,40.4,58.65,81.8,30.32944,52.0,28.35,11.6,395.0,3.735147476196289
2017-06-07,11.6,108.0,150.25,23.9,1.52771,31.5,,24.7,72.95,,355.20001,40.15,58.0,82.0,30.64584,52.6,28.7,11.55,389.0,3.735147476196289
2017-06-08,11.35,104.65,147.5,23.25,1.51465,30.6,,24.45,70.5,,361.0,40.35,57.5,81.0,30.46504,51.5,28.45,11.3,383.95001,3.9088754653930664
2017-06-09,11.2,102.0,143.0,22.4,1.48418,30.25,,24.75,68.15,,353.60001,40.5,57.6,80.5,30.01303,49.4,27.7,11.1,377.0,3.9088754653930664
2017-06-12,11.0,99.8,144.10001,21.85,1.47112,30.15,,24.4,67.0,,334.0,39.45,55.0,81.35,28.92823,48.95,26.0,10.75,373.5,3.9088754653930664
2017-06-13,11.1,102.2,140.35001,22.65,1.47983,30.35,,24.6,67.1,,345.35001,39.7,53.0,81.6,28.47622,50.0,26.8,10.95,375.95001,3.9088754653930664
2017-06-14,11.0,101.1,139.5,22.0,1.48418,30.0,,24.45,66.6,,333.5,40.0,54.4,81.6,29.28983,50.0,26.85,10.85,365.0,3.9088754653930664
2017-06-15,10.7,101.45,137.25,22.3,1.47112,29.7,,24.2,67.05,,338.0,39.6,54.5,80.5,29.60623,49.3,27.0,10.75,353.20001,3.9088754653930664
2017-06-16,10.75,104.15,139.0,23.0,1.47548,30.15,,25.2,68.1,,337.39999,40.6,55.0,81.0,29.69663,51.4,28.2,11.0,348.89999,3.9088754653930664
2017-06-19,10.8,105.4,141.3,23.0,1.47983,30.3,,25.75,70.2,,335.0,41.9,55.35,83.5,31.59505,53.5,28.95,11.25,353.0,3.9088754653930664
2017-06-21,10.4,100.8,141.8,22.15,1.40148,29.25,,24.9,65.65,,316.20001,38.4,54.5,79.45,30.10344,51.1,27.15,10.75,341.5,3.9088754653930664
2017-06-22,10.75,101.75,144.0,22.3,1.44066,29.8,,24.75,66.8,,326.10001,38.8,55.0,81.5,30.46504,53.6,28.3,10.6,358.0,3.9088754653930664
2017-06-23,10.75,101.3,142.5,23.0,1.5103,30.0,,25.2,66.0,,333.14999,38.4,55.0,79.5,30.96224,54.45,28.3,10.6,362.14999,3.9088754653930664
2017-06-26,10.65,101.5,145.60001,22.2,1.54076,31.0,,25.4,66.95,,348.70001,38.7,55.9,80.0,32.04705,54.45,28.55,10.8,360.0,3.9088754653930664
2017-06-27,10.7,101.35,143.95,21.8,1.53697,30.5,,25.0,67.15,,357.0,38.4,57.5,79.5,32.54425,53.75,28.35,10.75,359.0,3.9088754653930664
2017-06-28,10.65,101.6,147.35001,21.85,1.53697,31.05,,25.7,69.3,,350.0,38.75,58.7,80.0,34.48787,54.1,28.4,10.45,359.39999,3.9088754653930664
2017-06-29,10.6,102.25,149.0,22.1,1.50851,30.75,,25.7,69.3,,346.0,38.9,58.6,81.8,34.53307,54.45,28.55,10.5,357.0,3.9088754653930664
2017-06-30,10.7,104.75,153.0,23.7,1.51799,32.2,,26.4,70.95,,348.0,39.4,60.0,85.3,36.25068,56.4,28.65,10.6,365.10001,3.9088754653930664
2017-07-03,10.85,105.0,154.25,24.45,1.54171,32.1,,26.4,72.0,,347.0,40.0,61.0,97.45,37.33549,57.6,29.2,10.65,374.0,3.9088754653930664
2017-07-04,11.15,105.5,153.0,24.35,1.54171,32.2,,26.3,72.85,,347.0,39.9,61.0,96.3,38.8723,59.35,30.45,10.8,377.0,3.9088754653930664
2017-07-05,11.35,105.85,156.0,23.65,1.55594,32.55,,26.85,71.95,,346.0,40.05,61.0,98.7,39.77631,58.15,30.7,10.8,377.0,3.9088754653930664
2017-07-06,11.4,104.95,154.0,23.35,1.52748,31.8,,26.3,71.25,,342.89999,40.25,59.45,98.0,39.32431,56.55,30.0,10.9,375.0,3.9088754653930664
2017-07-07,11.45,103.0,153.14999,23.15,1.53222,31.6,,26.6,70.65,,338.45001,40.15,59.3,95.8,39.05311,56.95,29.9,10.8,373.39999,3.9088754653930664
2017-07-10,11.3,101.85,152.35001,22.75,1.55594,31.25,,26.65,71.7,,342.04999,38.9,59.4,97.75,38.78191,57.0,30.0,10.55,368.75,3.9088754653930664
2017-07-11,11.3,102.3,150.0,22.45,1.58915,31.9,,26.7,71.5,,345.45001,38.75,59.6,98.9,38.1943,57.2,29.5,10.8,379.0,3.9088754653930664
2017-07-12,11.5,101.5,153.5,22.5,1.60812,32.8,,26.6,72.2,,346.79999,38.3,60.25,97.0,37.47109,56.0,29.05,11.0,378.0,3.9088754653930664
2017-07-13,11.2,101.5,153.0,21.95,1.58915,32.5,,26.0,71.15,,345.89999,37.1,60.4,96.0,36.52189,55.5,28.3,10.8,372.0,3.9088754653930664
2017-07-14,11.2,99.5,150.5,22.3,1.61287,32.4,,26.05,68.55,,357.5,37.05,60.25,95.75,36.43148,55.7,27.6,10.85,370.0,3.9088754653930664
2017-07-17,10.9,95.8,152.75,21.55,1.57017,31.9,,25.8,67.5,,338.5,35.7,59.8,94.95,35.43708,52.4,26.5,10.5,363.5,3.9088754653930664
2017-07-18,10.5,92.5,145.0,21.55,1.5512,31.0,,26.35,64.6,,340.0,36.0,58.35,93.0,33.49346,52.65,26.2,10.25,362.0,3.9088754653930664
2017-07-19,10.95,91.6,151.5,22.65,1.57966,31.3,,26.2,66.6,,340.0,36.7,60.5,95.9,34.93988,51.75,27.1,10.4,361.0,3.9088754653930664
2017-07-20,11.1,91.3,148.25,23.0,1.57966,31.35,,26.3,66.5,,341.70001,37.7,60.25,96.25,35.70828,51.75,27.45,10.3,363.5,3.9088754653930664
2017-07-21,11.2,92.0,152.0,23.4,1.56543,31.6,,26.9,67.35,,344.0,38.85,61.0,96.5,36.06989,51.85,26.7,10.15,350.10001,3.9088754653930664
2017-07-24,11.25,90.5,152.0,22.8,1.57017,31.4,,26.65,66.7,,337.89999,38.6,60.0,97.25,34.35227,51.4,25.4,9.99,351.0,3.9088754653930664
2017-07-25,11.1,91.0,154.0,22.1,1.53697,31.7,,26.9,67.05,,333.45001,38.15,60.7,96.0,33.44826,51.8,24.75,10.05,354.0,3.9088754653930664
2017-07-26,10.95,92.5,156.0,22.2,1.55594,31.0,,26.9,66.9,,331.95001,37.9,62.0,96.0,33.17706,53.1,24.0,10.1,351.5,3.9088754653930664
2017-07-27,11.1,93.0,154.10001,22.05,1.5512,31.5,,26.85,66.5,,326.79999,38.0,62.75,96.15,32.90586,52.5,24.6,10.4,351.0,3.9088754653930664
2017-07-28,11.0,93.5,157.2,22.1,1.55594,32.05,,26.5,67.1,,325.0,39.1,64.0,97.0,33.17706,53.45,25.95,10.6,371.0,3.9088754653930664
2017-07-31,11.0,91.5,154.0,22.2,1.56069,31.85,,26.8,64.6,,337.89999,38.5,64.0,94.0,34.57827,54.0,26.1,10.75,357.0,3.9088754653930664
2017-08-01,11.0,90.0,154.0,21.7,1.5512,31.7,,26.75,65.05,,336.25,38.7,63.5,93.1,34.57827,52.8,25.7,11.0,351.0,3.9088754653930664
2017-08-02,11.35,93.0,153.75,22.3,1.55594,32.15,,26.6,64.8,,339.89999,39.4,62.2,94.0,33.44826,52.9,25.7,11.4,362.0,3.9088754653930664
2017-08-03,11.45,93.4,155.89999,22.25,1.54646,31.85,,26.8,65.2,,338.0,39.8,62.6,97.25,34.35227,54.2,25.8,11.25,353.5,3.9088754653930664
2017-08-04,11.35,93.1,155.60001,22.5,1.54171,31.95,,26.85,65.7,,339.95001,40.05,62.75,98.8,33.90026,55.25,25.5,10.8,346.0,3.9088754653930664
2017-08-07,10.8,93.25,155.0,21.5,1.51799,31.85,,26.8,65.75,,336.0,39.4,62.2,100.0,32.72506,56.45,24.6,10.8,342.0,3.9088754653930664
2017-08-08,11.0,92.6,155.0,22.0,1.50376,31.4,,26.75,65.7,,330.5,38.5,61.8,100.0,32.18265,54.7,24.7,10.65,333.0,3.414670705795288
2017-08-09,10.9,90.0,150.5,21.95,1.48479,30.8,,26.35,64.55,,325.70001,37.5,60.5,98.0,32.54425,53.0,24.45,10.55,334.0,3.2109313011169434
2017-08-10,11.0,92.2,150.5,22.45,1.47056,31.1,,26.15,65.15,,339.0,37.85,62.0,97.0,32.72506,52.8,25.85,10.55,346.5,3.235379934310913
2017-08-11,11.0,93.5,152.2,23.1,1.4753,31.8,,27.0,67.55,,339.5,39.25,62.0,100.4,34.35227,55.0,26.7,10.8,357.0,3.202782154083252
2017-08-14,11.3,97.9,164.10001,24.0,1.46581,32.7,,28.15,73.0,,343.95001,42.5,67.6,104.0,37.01909,61.2,30.6,11.4,357.5,3.243530035018921
2017-08-15,11.45,95.3,164.35001,24.35,1.46581,32.55,,27.8,72.0,,338.0,42.6,65.2,103.0,37.47109,61.8,32.25,11.9,353.0,3.243530035018921
2017-08-16,11.6,95.6,164.5,25.0,1.50851,32.4,,28.5,72.95,,335.25,43.15,67.0,103.5,37.9231,61.9,33.15,12.0,348.0,3.243530035018921
2017-08-17,11.75,93.0,163.0,25.6,1.50376,33.1,,28.7,72.0,,326.0,41.9,68.25,106.0,37.9683,61.2,32.2,12.0,347.0,3.2272303104400635
2017-08-18,11.7,93.6,169.0,24.3,1.49427,32.85,,29.8,73.8,,330.0,41.5,69.5,108.2,39.27911,62.5,32.5,11.9,350.0,3.235379934310913
2017-08-22,11.75,95.1,170.5,24.25,1.48004,32.9,,29.95,73.5,,328.0,40.55,68.25,106.5,38.4203,62.8,32.7,12.0,349.0,3.1701838970184326
2017-08-23,11.9,97.9,176.8,24.75,1.48004,32.85,,30.3,77.2,,327.20001,41.2,71.3,103.3,39.68591,63.3,33.5,11.9,353.39999,3.235379934310913
2017-08-24,11.9,99.45,179.5,24.7,1.46107,32.6,,30.9,77.3,,327.0,43.05,73.5,101.85,40.00231,63.0,33.8,11.9,353.39999,3.316875696182251
2017-08-25,11.7,101.3,182.8,24.8,1.4753,32.75,,30.5,77.7,,325.0,42.5,76.0,103.1,40.04751,62.8,34.9,11.9,362.79999,3.3250250816345215
2017-08-28,11.65,100.6,186.5,25.1,1.47056,32.0,,30.8,77.7,,317.95001,43.35,71.0,107.2,40.09271,63.1,36.5,11.8,355.0,3.292426824569702
2017-08-29,11.5,98.95,185.0,25.65,1.4753,32.6,,30.65,77.6,,323.0,42.85,71.65,106.15,39.77631,63.0,37.3,11.65,355.0,3.2516791820526123
2017-08-30,11.9,100.4,180.0,26.0,1.48953,32.85,341.90601,30.8,78.35,,353.0,42.7,72.5,108.35,40.31871,61.3,36.15,11.65,355.5,3.259828805923462
2017-08-31,11.8,100.5,182.5,25.6,1.50851,33.45,348.85236,30.5,79.2,,346.0,42.7,74.9,104.7,41.13232,61.3,36.5,11.6,351.0,3.2516791820526123
2017-09-01,11.7,100.45,184.0,25.5,1.53697,34.1,351.15436,30.7,79.5,,338.0,43.0,75.75,106.0,41.26793,62.4,36.5,11.8,345.70001,3.243530035018921
2017-09-04,11.7,98.85,181.75,25.25,1.5512,34.6,342.47141,31.6,78.7,,331.70001,43.3,77.8,105.4,42.39793,63.4,36.8,11.75,346.25,3.259828805923462
2017-09-05,11.8,101.0,185.0,25.45,1.60812,34.8,337.6655,31.6,80.0,,335.04999,43.55,76.8,109.25,43.25674,64.0,36.55,11.95,347.5,3.259828805923462
2017-09-06,12.1,100.7,182.75,25.1,1.63659,35.15,344.08685,31.3,81.9,,333.95001,42.8,77.0,108.5,44.25115,64.0,36.65,12.05,351.79999,3.259828805923462
2017-09-07,12.65,100.3,183.45,25.05,1.62235,35.4,344.69263,31.1,81.0,,333.39999,43.1,75.5,109.0,45.10995,63.15,36.35,12.3,348.0,3.259828805923462
2017-09-08,12.7,101.5,178.7,24.95,1.6271,35.3,343.27914,31.15,79.7,,332.0,42.8,74.35,105.15,45.10995,61.55,35.65,12.4,346.0,3.259828805923462
2017-09-11,12.95,102.0,175.75,24.75,1.62235,35.1,343.27914,31.15,77.5,,325.0,42.7,74.4,109.0,44.65795,61.7,35.75,12.3,353.0,3.259828805923462
2017-09-12,12.7,99.7,174.0,24.3,1.58915,33.95,344.04648,30.6,76.8,,315.04999,41.8,72.9,107.9,43.12114,60.0,34.0,12.25,345.0,3.2272303104400635
2017-09-13,12.9,102.0,176.39999,24.9,1.61287,33.7,343.19836,31.5,78.7,,322.0,41.6,74.0,106.5,42.84994,60.8,35.9,12.1,348.54999,3.243530035018921
2017-09-14,12.5,102.0,176.05,24.4,1.59864,33.35,344.08685,31.2,77.65,,328.0,41.5,73.8,104.0,42.21713,59.6,35.9,11.85,351.89999,3.2272303104400635
2017-09-15,12.5,105.5,176.2,24.35,1.57966,32.65,343.76376,31.1,78.2,,326.5,41.4,77.1,104.55,42.08153,59.6,36.8,11.95,346.5,3.2272303104400635
2017-09-18,12.4,110.85,179.0,24.3,1.60812,32.5,344.08685,30.95,79.5,,328.20001,41.8,78.5,105.5,42.12673,59.6,37.7,12.15,347.39999,3.243530035018921
2017-09-19,12.6,114.0,180.39999,24.95,1.60338,32.45,343.88492,31.7,82.0,,331.0,41.7,77.8,106.0,44.29635,64.0,39.9,12.15,347.70001,3.219080924987793
2017-09-20,12.55,112.3,181.5,24.95,1.59389,32.2,339.24057,32.35,81.75,,334.45001,41.7,78.5,105.25,46.01396,64.75,39.15,12.4,345.0,3.259828805923462
2017-09-21,12.7,113.5,187.0,24.4,1.58915,32.5,337.62512,32.3,82.65,,338.0,42.6,78.6,105.25,47.27957,67.05,40.5,12.7,347.0,3.235379934310913
2017-09-22,12.6,114.55,196.89999,23.85,1.64607,33.0,327.93253,33.0,85.15,,384.5,43.15,81.5,105.0,48.72598,67.65,41.25,12.95,354.0,3.243530035018921
2017-09-25,12.55,113.25,193.0,25.3,1.72197,32.55,325.91324,32.75,86.25,,410.45001,42.85,80.6,104.9,47.50557,69.1,40.8,12.9,353.0,3.2272303104400635
2017-09-26,12.4,114.05,195.5,26.65,1.69351,32.25,323.08624,33.5,88.0,,408.0,43.2,82.8,106.0,47.23437,68.1,39.5,12.65,370.0,3.2272303104400635
2017-09-27,12.7,112.9,192.7,27.55,1.80262,31.95,319.04767,33.4,86.2,,435.0,43.2,81.95,105.7,47.82198,68.4,40.7,12.7,386.5,3.1864829063415527
2017-09-28,12.8,114.6,197.89999,28.7,1.85005,32.3,323.08624,33.75,88.85,,443.0,43.5,82.1,107.35,49.72039,69.05,41.0,12.7,384.10001,3.178332805633545
2017-09-29,13.05,118.3,203.3,30.5,1.87852,32.4,327.93253,34.5,89.0,,435.0,45.25,86.0,107.0,51.1216,72.0,40.95,12.8,390.0,3.1620335578918457
2017-10-02,13.05,120.5,209.0,30.0,1.84531,32.85,325.5094,35.4,89.75,,427.0,46.2,85.7,106.55,55.14443,72.4,41.45,12.8,401.0,3.1946322917938232
2017-10-03,13.0,121.3,215.0,29.6,1.98288,33.5,321.47083,35.9,91.0,,434.85001,46.0,86.0,108.5,55.77724,73.5,41.5,12.95,398.70001,3.2109313011169434
2017-10-04,12.8,121.25,213.75,29.5,1.95442,32.8,319.85538,36.15,91.8,,428.85001,45.45,84.2,108.6,56.59084,72.3,41.15,12.8,393.25,3.235379934310913
2017-10-05,12.95,123.25,213.7,29.5,2.05878,32.65,318.72458,37.05,93.5,,445.95001,46.55,84.5,110.85,60.56847,75.6,42.9,13.15,398.25,3.292426824569702
2017-10-06,12.7,122.25,214.14999,28.9,2.10622,32.35,319.85538,37.0,93.8,,444.10001,47.2,85.0,110.85,57.49485,75.5,42.9,13.05,390.25,3.553213596343994
2017-10-09,12.85,121.25,210.25,30.1,2.06827,32.25,319.7746,36.2,91.8,,464.0,47.05,83.75,110.5,56.90725,76.2,42.9,13.1,386.0,
2017-10-10,13.1,123.9,214.0,31.3,2.1157,32.3,319.04767,36.95,92.4,,485.0,46.75,83.65,110.0,56.22924,74.9,42.0,13.4,393.0,3.6021106243133545
2017-10-11,13.2,123.25,213.39999,30.65,2.03032,32.45,326.31711,36.9,92.2,,490.0,47.0,84.65,109.0,54.69243,75.0,40.9,13.5,395.79999,3.5776617527008057
2017-10-12,13.15,124.9,216.5,31.2,2.1157,33.45,327.93253,36.9,93.2,,488.75,47.45,86.5,109.95,54.24043,75.75,40.0,13.55,393.5,3.5776617527008057
2017-10-13,13.0,127.5,219.5,30.8,2.09673,34.3,323.08624,37.2,94.95,,483.85001,46.85,86.8,110.0,55.50603,75.5,39.4,13.45,398.0,3.553213596343994
2017-10-17,12.75,125.5,218.0,30.45,2.03032,33.7,319.20923,36.8,95.1,,469.89999,44.6,90.4,109.0,54.05962,73.4,38.4,13.05,396.0,3.528764486312866
2017-10-18,12.5,124.5,216.0,30.0,2.01608,33.6,318.6438,36.3,93.1,,453.79999,44.1,89.85,109.5,52.43241,72.5,38.05,12.55,395.0,3.4717183113098145
2017-10-19,13.25,124.95,216.5,30.9,2.03506,34.25,315.00909,36.6,93.8,,481.79999,45.0,90.4,112.7,55.14443,75.0,40.25,13.25,399.60001,3.626559257507324
2017-10-20,13.25,125.0,218.0,31.3,2.11096,33.8,315.41293,36.95,94.5,,484.0,46.5,89.5,110.5,55.05403,74.0,40.85,13.4,401.54999,3.789550304412842
2017-10-23,13.45,130.0,235.0,31.2,2.24853,35.95,320.66309,36.85,99.05,,497.75,48.7,94.0,117.5,56.00324,75.95,42.5,13.75,422.0,3.952542304992676
2017-10-24,13.35,130.0,234.5,30.8,2.33391,37.2,321.87466,38.8,100.25,,508.0,49.6,93.7,117.95,56.04844,76.15,41.05,13.75,420.0,3.985140323638916
2017-10-25,13.0,130.0,234.0,30.05,2.46674,36.75,328.53833,38.35,99.0,,493.5,48.75,93.0,117.0,55.68684,73.85,41.75,13.4,435.0,3.903644561767578
2017-10-26,13.25,131.5,237.89999,30.25,2.43828,37.45,325.5094,38.8,99.0,,499.0,48.5,92.75,119.5,54.78283,73.0,41.0,13.15,434.0,3.952542304992676
2017-10-27,12.9,129.5,231.89999,29.8,2.38135,37.25,323.08624,38.2,96.4,,493.0,47.35,92.0,115.6,52.61321,73.0,39.7,13.0,431.0,4.172580242156982
2017-10-30,13.25,129.45,225.0,29.85,2.28648,37.7,327.12482,37.5,96.85,,494.0,47.0,91.8,115.3,51.2572,73.6,40.0,13.8,431.5,4.172580242156982
2017-10-31,13.95,130.0,223.39999,29.8,2.3102,38.7,328.49796,37.5,97.5,,473.04999,48.0,94.0,115.85,55.55124,76.0,41.4,14.5,435.60001,4.172580242156982
2017-11-01,14.3,125.9,213.14999,30.25,2.3434,39.25,328.53833,39.0,95.6,75.55,480.45001,48.25,93.75,119.0,55.14443,76.1,42.65,14.45,430.89999,4.302973747253418
2017-11-02,14.3,124.6,210.10001,30.4,2.40507,40.0,334.19232,39.0,93.3,,473.45001,48.6,93.2,120.0,52.74881,74.1,41.2,14.3,433.29999,4.46596622467041
2017-11-03,14.5,126.0,209.3,30.05,2.43828,40.55,349.33701,40.0,93.25,75.75,471.0,47.4,92.35,118.15,52.43241,73.7,40.2,14.4,433.5,4.506712913513184
2017-11-07,15.15,122.35,213.0,30.45,2.36238,41.7,349.74084,39.5,94.5,74.9,478.0,47.2,90.7,115.7,52.65841,74.65,40.15,14.95,438.39999,4.523012161254883
2017-11-08,15.6,123.5,212.64999,30.35,2.37186,40.4,342.47141,39.0,93.9,76.5,484.5,46.5,89.65,116.5,53.33642,74.15,43.0,15.1,434.0,4.351871490478516
2017-11-09,15.1,122.6,212.5,31.5,2.31494,40.0,340.89636,38.1,95.5,75.5,498.70001,46.65,90.75,117.3,53.15562,72.35,44.15,14.7,424.0,4.46596622467041
2017-11-10,14.2,122.0,206.0,30.5,2.13468,37.45,341.6637,37.1,92.4,74.1,489.64999,45.4,87.9,115.4,51.98041,72.0,43.1,14.0,405.0,4.327423572540283
2017-11-13,13.85,118.0,201.0,30.7,2.22006,37.3,339.24057,36.6,91.0,74.25,507.0,44.0,86.5,112.5,50.26279,71.0,42.0,13.8,403.0,4.360021591186523
2017-11-14,13.45,113.7,173.7,29.5,2.13942,36.0,333.58655,35.6,87.3,73.0,487.0,42.25,82.2,109.5,51.0764,68.7,41.9,13.3,391.25,4.237776756286621
2017-11-15,13.65,119.75,178.0,29.9,2.12045,36.4,334.87891,38.7,88.9,74.15,496.45001,43.5,86.5,114.65,51.5284,71.75,41.95,13.35,392.0,4.302973747253418
2017-11-16,14.1,121.9,189.2,29.95,2.14416,38.1,337.62512,38.75,95.6,76.65,506.85001,45.5,88.35,117.65,54.42123,74.1,44.3,14.0,403.5,4.360021591186523
2017-11-17,13.65,123.8,182.5,30.0,2.12519,37.7,336.81741,37.95,95.65,77.0,500.0,45.4,87.4,117.0,54.87323,72.0,44.1,13.8,402.0,4.262226104736328
2017-11-21,13.55,127.65,173.89999,30.25,2.17737,36.2,339.64441,37.5,99.5,79.3,503.0,45.25,92.4,121.0,55.59644,72.6,45.6,13.8,402.0,4.319272994995117
2017-11-22,13.8,124.8,174.0,30.4,2.1584,36.85,339.24057,37.8,98.8,82.6,496.95001,46.7,95.0,120.7,55.59644,73.5,45.1,13.9,402.0,4.400768280029297
2017-11-23,13.55,122.0,180.5,30.4,2.17737,37.1,339.60403,37.25,98.5,83.2,493.39999,46.85,97.2,123.0,55.82244,73.25,45.0,13.9,407.0,4.637106418609619
2017-11-24,13.5,125.0,182.45,30.25,2.17737,37.5,340.85599,39.5,98.5,82.9,503.0,46.5,97.75,122.9,57.85645,74.4,46.05,13.95,402.5,4.848995685577393
2017-11-27,13.5,125.0,183.3,30.0,2.07301,37.4,334.75775,38.3,96.0,80.4,506.0,45.3,96.0,120.2,58.35366,72.5,45.0,13.6,395.25,
2017-11-28,13.15,124.5,179.75,30.0,2.03032,36.9,334.95969,38.25,97.35,79.7,500.0,44.9,93.8,120.5,58.30846,72.0,43.9,13.15,392.0,4.8000969886779785
2017-11-29,13.1,124.0,179.7,29.85,2.0398,36.9,336.09048,39.0,97.35,77.9,509.0,44.9,93.85,120.5,56.95245,74.9,44.0,13.25,389.10001,4.734901428222656
2017-11-30,13.3,121.0,178.0,29.65,2.06352,36.8,335.16159,39.0,99.45,77.9,504.79999,44.3,91.0,120.0,58.03725,73.85,44.55,13.4,391.5,4.743050575256348
2017-12-01,13.25,119.1,176.85001,29.85,1.99711,37.7,341.17908,38.0,100.15,75.9,506.5,44.0,90.6,124.25,57.40445,73.5,45.85,13.2,396.0,4.710452079772949
2017-12-04,13.1,120.5,180.7,29.85,1.95916,36.95,337.62512,37.35,101.5,75.2,495.0,43.2,91.5,125.0,56.04844,72.75,45.6,12.95,396.75,4.7674994468688965
2017-12-05,12.7,122.0,182.85001,29.2,1.94967,35.85,333.42499,37.75,102.0,74.0,486.75,42.75,91.5,126.8,55.14443,73.5,44.0,12.85,384.70001,4.8000969886779785
2017-12-06,12.7,124.0,196.10001,28.65,1.94018,35.0,330.75955,39.0,102.8,74.0,480.0,43.75,94.0,128.3,56.04844,73.3,43.25,12.55,387.0,5.011987209320068
2017-12-07,13.25,126.6,199.0,28.75,2.04929,35.8,335.36353,40.55,106.0,75.0,480.20001,44.35,95.55,128.0,55.91284,75.0,44.8,12.95,385.0,5.150528907775879
2017-12-11,13.15,128.3,206.89999,29.85,2.02557,36.45,337.22125,42.35,111.35,76.0,487.35001,44.2,98.2,127.2,58.76046,79.8,45.0,13.25,383.0,5.223875522613525
2017-12-12,13.0,133.5,209.0,29.75,1.98288,35.85,335.20197,42.4,112.0,76.25,481.0,44.75,101.5,130.25,60.02607,81.3,44.6,13.25,378.5,5.199427127838135
2017-12-13,12.75,137.14999,206.0,28.8,1.94967,35.1,335.16159,42.9,111.4,75.1,471.95001,44.4,101.2,132.5,58.89606,79.9,43.0,13.3,375.0,5.093482494354248
2017-12-14,12.8,139.0,202.7,28.4,1.93544,34.65,335.20197,43.5,113.5,75.8,467.0,44.5,99.5,135.0,60.38768,81.0,42.0,13.25,379.95001,4.9875383377075195
2017-12-15,12.9,138.5,201.5,28.7,1.92595,34.85,338.02899,42.85,113.3,75.3,460.0,44.75,100.5,132.7,59.66447,78.5,42.0,13.2,368.95001,5.011987209320068
2017-12-18,12.8,142.0,204.0,28.35,1.96865,35.5,359.47382,42.65,114.2,75.6,479.95001,44.55,100.0,135.0,58.76046,79.1,42.5,13.1,370.0,5.011987209320068
2017-12-19,13.2,147.39999,208.0,29.3,2.12519,36.5,365.89517,44.25,118.0,81.0,484.29999,46.6,103.6,137.0,57.72085,81.55,42.85,13.4,370.10001,5.248323917388916
2017-12-20,13.25,147.55,208.0,29.65,2.16788,36.7,378.01089,45.6,117.5,79.75,492.79999,46.8,107.9,141.0,59.57407,83.8,43.5,13.3,387.5,5.5417094230651855
2017-12-21,13.35,150.2,209.75,29.95,2.09198,38.25,377.20319,45.9,116.0,79.6,500.0,48.45,108.45,140.64999,60.97527,83.1,45.0,13.45,395.0,5.663952827453613
2017-12-22,13.8,151.0,211.45,31.0,2.07775,38.5,375.58777,45.2,117.0,80.1,500.0,48.8,109.7,140.60001,63.68729,84.7,47.9,13.9,401.5,5.663952827453613
2017-12-26,13.85,152.7,213.85001,31.7,2.25327,38.7,383.50336,45.1,119.25,81.9,493.79999,49.1,108.0,141.0,64.1845,83.2,47.0,14.1,398.5,5.8921403884887695
2017-12-27,13.95,152.0,214.7,32.0,2.21532,39.0,378.01089,44.35,121.2,83.2,494.79999,49.2,109.5,136.0,65.31451,83.0,47.5,13.9,406.0,5.95733642578125
2017-12-28,14.8,157.0,219.0,32.1,2.22955,41.45,381.64563,45.25,124.75,84.9,498.0,50.25,112.9,138.45,65.94731,85.0,47.65,14.4,422.0,6.095879554748535
2017-12-29,15.2,154.0,216.0,31.9,2.22955,40.75,380.43405,45.75,124.0,85.4,514.70001,49.85,112.6,136.89999,67.80053,83.0,49.0,14.4,425.0,
2018-01-01,,,,,,,,,,,,,,,,,,,,6.095879554748535
2018-01-02,15.8,157.5,216.2,34.5,2.34815,41.3,388.5112,46.75,123.9,88.4,560.0,51.2,112.4,140.0,69.51814,86.0,52.0,14.8,435.0,6.35666561126709
2018-01-03,16.35,155.0,217.0,36.0,2.32443,41.6,386.49191,46.05,123.15,89.0,577.0,51.7,112.25,139.25,69.69894,85.25,54.0,15.1,440.39999,6.258870601654053
2018-01-04,16.4,157.5,218.8,38.8,2.32443,42.55,395.3768,47.35,129.89999,92.1,585.0,52.0,114.5,142.0,71.23576,86.15,55.0,14.9,440.0,6.193673610687256
2018-01-05,16.15,161.60001,219.7,38.9,2.3102,42.3,392.54977,47.5,129.8,92.0,576.0,52.4,114.75,143.60001,70.51255,86.6,57.3,15.2,432.29999,6.112179279327393
2018-01-08,15.9,165.0,218.0,38.7,2.30071,42.3,389.31891,48.35,128.0,90.5,573.0,53.4,114.0,147.95,71.41656,84.7,60.25,15.1,450.0,6.2099738121032715
2018-01-09,15.75,162.3,215.39999,39.2,2.26276,41.6,391.66129,48.0,127.0,89.25,578.0,52.9,112.1,147.0,71.68777,83.35,60.6,15.05,457.35001,6.30776834487915
2018-01-10,15.4,158.45,208.10001,38.2,2.20583,40.75,382.04947,47.95,127.8,90.5,583.0,51.7,112.0,145.0,70.51255,84.0,59.55,14.75,446.5,6.258870601654053
