Date,MERVAL
1989-11-21 02:00:00,23.66
1989-11-22 02:00:00,23.1
1989-11-23 02:00:00,22.18
1989-11-24 02:00:00,22.37
1989-11-27 02:00:00,20.58
1989-11-28 02:00:00,20.39
1989-11-29 02:00:00,19.76
1989-11-30 02:00:00,18.85
1989-12-01 02:00:00,17.0
1989-12-04 02:00:00,15.89
1989-12-05 02:00:00,18.46
1989-12-06 02:00:00,20.6
1989-12-07 02:00:00,20.19
1989-12-12 02:00:00,21.48
1989-12-13 02:00:00,24.25
1989-12-14 02:00:00,29.05
1989-12-20 02:00:00,32.9
1989-12-21 02:00:00,29.72
1989-12-22 02:00:00,26.7
1989-12-26 02:00:00,26.7
1989-12-27 02:00:00,35.69
1989-12-28 02:00:00,34.96
1990-01-08 02:00:00,17.48
1990-01-09 02:00:00,21.43
1990-01-10 02:00:00,22.49
1990-01-11 02:00:00,22.12
1990-01-12 02:00:00,24.78
1990-01-15 02:00:00,27.33
1990-01-16 02:00:00,25.39
1990-01-17 02:00:00,27.91
1990-01-18 02:00:00,27.64
1990-01-19 02:00:00,25.92
1990-01-22 02:00:00,24.11
1990-01-23 02:00:00,23.93
1990-01-24 02:00:00,24.27
1990-01-25 02:00:00,23.1
1990-01-26 02:00:00,22.67
1990-01-29 02:00:00,23.91
1990-01-30 02:00:00,22.64
1990-01-31 02:00:00,22.96
1990-02-01 02:00:00,22.49
1990-02-02 02:00:00,22.33
1990-02-05 02:00:00,20.76
1990-02-06 02:00:00,22.54
1990-02-07 02:00:00,26.65
1990-02-08 02:00:00,26.07
1990-02-09 02:00:00,26.45
1990-02-12 02:00:00,29.69
1990-02-13 02:00:00,31.34
1990-02-14 02:00:00,33.48
1990-02-15 02:00:00,39.38
1990-02-16 02:00:00,46.6
1990-02-19 02:00:00,55.06
1990-02-20 02:00:00,48.7
1990-02-21 02:00:00,57.4
1990-02-22 02:00:00,61.05
1990-02-23 02:00:00,61.64
1990-02-26 02:00:00,63.04
1990-02-27 02:00:00,68.82
1990-02-28 02:00:00,87.14
1990-03-01 02:00:00,95.74
1990-03-02 02:00:00,83.7
1990-03-06 03:00:00,69.59
1990-03-07 03:00:00,67.73
1990-03-08 03:00:00,73.74
1990-03-09 03:00:00,71.1
1990-03-12 03:00:00,68.41
1990-03-13 03:00:00,66.31
1990-03-14 03:00:00,72.78999
1990-03-15 03:00:00,69.77
1990-03-16 03:00:00,66.63
1990-03-19 03:00:00,61.27
1990-03-20 03:00:00,61.69
1990-03-21 03:00:00,64.62
1990-03-22 03:00:00,59.87
1990-03-23 03:00:00,58.79
1990-03-26 03:00:00,60.94
1990-03-27 03:00:00,71.55
1990-03-28 03:00:00,70.78999
1990-03-29 03:00:00,78.06
1990-03-30 03:00:00,80.1
1990-04-02 03:00:00,81.25999
1990-04-03 03:00:00,80.39
1990-04-04 03:00:00,84.57999
1990-04-05 03:00:00,89.13
1990-04-06 03:00:00,90.7
1990-04-09 03:00:00,94.85999
1990-04-10 03:00:00,89.59
1990-04-11 03:00:00,95.85999
1990-04-16 03:00:00,98.28
1990-04-17 03:00:00,98.16
1990-04-18 03:00:00,101.1
1990-04-19 03:00:00,102.89999
1990-04-20 03:00:00,99.66
1990-04-23 03:00:00,98.75
1990-04-24 03:00:00,93.95
1990-04-25 03:00:00,91.71999
1990-04-26 03:00:00,99.67999
1990-04-27 03:00:00,94.53
1990-04-30 03:00:00,96.77
1990-05-02 03:00:00,98.52
1990-05-03 03:00:00,96.07
1990-05-04 03:00:00,96.75
1990-05-07 03:00:00,95.00999
1990-05-08 03:00:00,91.62
1990-05-09 03:00:00,92.78
1990-05-10 03:00:00,98.64999
1990-05-11 03:00:00,103.2
1990-05-14 03:00:00,108.39999
1990-05-15 03:00:00,105.28999
1990-05-16 03:00:00,106.46999
1990-05-17 03:00:00,108.85
1990-05-18 03:00:00,105.95
1990-05-21 03:00:00,100.39
1990-05-22 03:00:00,105.1
1990-05-23 03:00:00,101.27
1990-05-24 03:00:00,100.38
1990-05-28 03:00:00,95.39999
1990-05-29 03:00:00,96.16
1990-05-30 03:00:00,94.37
1990-05-31 03:00:00,95.81
1990-06-01 03:00:00,90.48
1990-06-04 03:00:00,84.85999
1990-06-05 03:00:00,86.13
1990-06-06 03:00:00,89.7
1990-06-07 03:00:00,86.88
1990-06-08 03:00:00,85.82
1990-06-11 03:00:00,83.67999
1990-06-12 03:00:00,88.32
1990-06-13 03:00:00,85.43999
1990-06-14 03:00:00,86.7
1990-06-15 03:00:00,85.12
1990-06-19 03:00:00,81.52
1990-06-20 03:00:00,83.98
1990-06-21 03:00:00,87.42
1990-06-22 03:00:00,86.50999
1990-06-25 03:00:00,88.67
1990-06-26 03:00:00,89.71999
1990-06-27 03:00:00,91.21
1990-06-28 03:00:00,101.35999
1990-06-29 03:00:00,99.07999
1990-07-02 03:00:00,100.28
1990-07-03 03:00:00,97.68999
1990-07-04 03:00:00,100.37
1990-07-05 03:00:00,99.98
1990-07-06 03:00:00,100.64
1990-07-10 03:00:00,94.81
1990-07-11 03:00:00,95.38
1990-07-12 03:00:00,96.52
1990-07-13 03:00:00,95.28
1990-07-16 03:00:00,91.50999
1990-07-17 03:00:00,92.32999
1990-07-18 03:00:00,98.21999
1990-07-19 03:00:00,106.81
1990-07-20 03:00:00,103.35999
1990-07-23 03:00:00,110.85
1990-07-24 03:00:00,112.35
1990-07-25 03:00:00,111.45
1990-07-26 03:00:00,119.85
1990-07-27 03:00:00,117.73
1990-07-30 03:00:00,114.82999
1990-07-31 03:00:00,120.14999
1990-08-01 03:00:00,126.73
1990-08-02 03:00:00,133.64
1990-08-03 03:00:00,138.39
1990-08-06 03:00:00,130.37999
1990-08-07 03:00:00,142.78999
1990-08-08 03:00:00,138.5
1990-08-09 03:00:00,130.26999
1990-08-10 03:00:00,131.20999
1990-08-13 03:00:00,127.60999
1990-08-14 03:00:00,130.57999
1990-08-15 03:00:00,127.71
1990-08-16 03:00:00,125.66
1990-08-17 03:00:00,132.10999
1990-08-21 03:00:00,122.74
1990-08-22 03:00:00,124.52
1990-08-23 03:00:00,119.18999
1990-08-24 03:00:00,116.09
1990-08-27 03:00:00,116.25
1990-08-28 03:00:00,121.46
1990-08-29 03:00:00,122.38
1990-08-30 03:00:00,115.46
1990-08-31 03:00:00,114.57
1990-09-03 03:00:00,107.48
1990-09-04 03:00:00,103.68999
1990-09-05 03:00:00,113.10999
1990-09-06 03:00:00,107.28999
1990-09-07 03:00:00,106.7
1990-09-10 03:00:00,106.34
1990-09-11 03:00:00,102.12
1990-09-12 03:00:00,101.57999
1990-09-13 03:00:00,109.91
1990-09-14 03:00:00,107.39
1990-09-17 03:00:00,108.8
1990-09-18 03:00:00,115.25
1990-09-19 03:00:00,115.17999
1990-09-20 03:00:00,111.95
1990-09-21 03:00:00,113.67999
1990-09-24 03:00:00,109.84
1990-09-25 03:00:00,105.32
1990-09-26 03:00:00,104.35999
1990-09-27 03:00:00,109.59
1990-09-28 03:00:00,110.16
1990-10-01 03:00:00,108.78
1990-10-02 03:00:00,107.23
1990-10-03 03:00:00,103.91
1990-10-04 03:00:00,97.60999
1990-10-05 03:00:00,96.32999
1990-10-08 03:00:00,100.59
1990-10-09 03:00:00,94.38
1990-10-10 03:00:00,92.02
1990-10-11 03:00:00,90.41
1990-10-12 03:00:00,92.38
1990-10-16 03:00:00,87.0
1990-10-17 03:00:00,90.45
1990-10-18 03:00:00,95.25999
1990-10-19 03:00:00,90.73
1990-10-22 02:00:00,90.16
1990-10-23 02:00:00,94.5
1990-10-24 02:00:00,97.28
1990-10-25 02:00:00,94.09
1990-10-26 02:00:00,97.37
1990-10-29 02:00:00,96.14999
1990-10-30 02:00:00,98.88
1990-10-31 02:00:00,96.09
1990-11-01 02:00:00,99.39
1990-11-02 02:00:00,101.2
1990-11-05 02:00:00,103.39999
1990-11-07 02:00:00,104.50999
1990-11-08 02:00:00,102.87
1990-11-09 02:00:00,101.96
1990-11-12 02:00:00,98.7
1990-11-13 02:00:00,100.14999
1990-11-14 02:00:00,100.6
1990-11-15 02:00:00,99.25999
1990-11-16 02:00:00,99.1
1990-11-19 02:00:00,96.57999
1990-11-20 02:00:00,95.35
1990-11-21 02:00:00,96.25
1990-11-22 02:00:00,99.28999
1990-11-23 02:00:00,97.52
1990-11-26 02:00:00,95.38
1990-11-27 02:00:00,94.49
1990-11-28 02:00:00,94.78999
1990-11-29 02:00:00,92.78
1990-11-30 02:00:00,91.88
1990-12-04 02:00:00,89.71999
1990-12-05 02:00:00,85.92999
1990-12-06 02:00:00,84.88
1990-12-07 02:00:00,87.12
1990-12-10 02:00:00,84.34
1990-12-11 02:00:00,81.91
1990-12-12 02:00:00,85.45
1990-12-13 02:00:00,84.82
1990-12-14 02:00:00,81.34
1990-12-17 02:00:00,77.67
1990-12-18 02:00:00,79.75
1990-12-19 02:00:00,82.64
1990-12-20 02:00:00,80.66
1990-12-21 02:00:00,84.35999
1990-12-24 02:00:00,90.89999
1990-12-26 02:00:00,91.46
1990-12-27 02:00:00,94.14
1990-12-28 02:00:00,92.5
1991-01-02 02:00:00,91.89999
1991-01-03 02:00:00,89.62
1991-01-04 02:00:00,89.92
1991-01-07 02:00:00,84.37
1991-01-08 02:00:00,85.62
1991-01-09 02:00:00,86.56
1991-01-10 02:00:00,88.06
1991-01-11 02:00:00,90.67
1991-01-14 02:00:00,95.27
1991-01-15 02:00:00,89.95
1991-01-16 02:00:00,91.71999
1991-01-17 02:00:00,91.37
1991-01-18 02:00:00,87.34
1991-01-21 02:00:00,83.85
1991-01-22 02:00:00,85.78
1991-01-23 02:00:00,89.06
1991-01-24 02:00:00,92.37
1991-01-25 02:00:00,97.60999
1991-01-28 02:00:00,112.05
1991-01-30 02:00:00,145.59999
1991-01-31 02:00:00,157.31999
1991-02-01 02:00:00,150.59999
1991-02-04 02:00:00,137.67
1991-02-05 02:00:00,133.89999
1991-02-06 02:00:00,130.73
1991-02-07 02:00:00,123.68999
1991-02-08 02:00:00,122.7
1991-02-11 02:00:00,132.42999
1991-02-12 02:00:00,128.17999
1991-02-13 02:00:00,134.03
1991-02-14 02:00:00,148.18999
1991-02-15 02:00:00,143.40999
1991-02-18 02:00:00,141.34
1991-02-19 02:00:00,140.23
1991-02-20 02:00:00,149.34999
1991-02-21 02:00:00,152.87999
1991-02-22 02:00:00,152.43999
1991-02-25 02:00:00,162.93999
1991-02-26 02:00:00,174.75
1991-02-27 02:00:00,170.67
1991-02-28 02:00:00,181.14999
1991-03-01 02:00:00,183.95
1991-03-04 03:00:00,158.81999
1991-03-05 03:00:00,170.95999
1991-03-06 03:00:00,167.54999
1991-03-07 03:00:00,159.79999
1991-03-08 03:00:00,165.18999
1991-03-11 03:00:00,178.21999
1991-03-12 03:00:00,180.34
1991-03-13 03:00:00,182.25999
1991-03-14 03:00:00,179.56
1991-03-15 03:00:00,188.45
1991-03-18 03:00:00,194.20999
1991-03-19 03:00:00,205.39
1991-03-20 03:00:00,216.23
1991-03-21 03:00:00,276.51999
1991-03-22 03:00:00,265.04999
1991-03-25 03:00:00,259.44998
1991-03-26 03:00:00,249.98999
1991-03-27 03:00:00,270.47998
1991-04-01 03:00:00,288.18997
1991-04-02 03:00:00,283.96997
1991-04-03 03:00:00,273.31998
1991-04-04 03:00:00,261.37997
1991-04-05 03:00:00,261.63998
1991-04-08 03:00:00,252.5
1991-04-09 03:00:00,255.57999
1991-04-10 03:00:00,246.67
1991-04-11 03:00:00,235.03999
1991-04-12 03:00:00,252.15999
1991-04-15 03:00:00,273.88998
1991-04-16 03:00:00,263.69998
1991-04-17 03:00:00,272.76999
1991-04-18 03:00:00,269.31998
1991-04-19 03:00:00,278.62
1991-04-22 03:00:00,267.69998
1991-04-23 03:00:00,280.00998
1991-04-24 03:00:00,289.94998
1991-04-25 03:00:00,287.73999
1991-04-26 03:00:00,280.48999
1991-04-29 03:00:00,269.64999
1991-04-30 03:00:00,282.53
1991-05-02 03:00:00,279.03998
1991-05-03 03:00:00,273.12
1991-05-06 03:00:00,282.25998
1991-05-07 03:00:00,284.26999
1991-05-08 03:00:00,278.95999
1991-05-09 03:00:00,273.37
1991-05-10 03:00:00,291.13998
1991-05-13 03:00:00,304.19998
1991-05-14 03:00:00,302.84998
1991-05-16 03:00:00,318.71997
1991-05-17 03:00:00,322.82999
1991-05-20 03:00:00,307.78998
1991-05-21 03:00:00,315.62
1991-05-22 03:00:00,312.90997
1991-05-23 03:00:00,303.34
1991-05-24 03:00:00,298.53
1991-05-27 03:00:00,293.75998
1991-05-28 03:00:00,293.03998
1991-05-29 03:00:00,295.79999
1991-05-30 03:00:00,294.96997
1991-05-31 03:00:00,289.81
1991-06-03 03:00:00,270.19998
1991-06-04 03:00:00,273.47998
1991-06-05 03:00:00,265.87997
1991-06-06 03:00:00,272.03998
1991-06-07 03:00:00,284.25
1991-06-11 03:00:00,275.63998
1991-06-12 03:00:00,273.28
1991-06-13 03:00:00,264.69998
1991-06-14 03:00:00,274.09998
1991-06-17 03:00:00,260.96997
1991-06-18 03:00:00,254.31999
1991-06-19 03:00:00,262.34998
1991-06-20 03:00:00,260.56998
1991-06-21 03:00:00,254.25
1991-06-25 03:00:00,244.31
1991-06-26 03:00:00,248.04999
1991-06-27 03:00:00,270.22998
1991-06-28 03:00:00,265.23999
1991-07-01 03:00:00,269.75
1991-07-02 03:00:00,264.31
1991-07-03 03:00:00,258.17999
1991-07-04 03:00:00,258.87
1991-07-05 03:00:00,264.65997
1991-07-08 03:00:00,262.14999
1991-07-10 03:00:00,260.87997
1991-07-11 03:00:00,263.43997
1991-07-12 03:00:00,272.00998
1991-07-15 03:00:00,273.56
1991-07-16 03:00:00,268.16998
1991-07-17 03:00:00,270.70999
1991-07-18 03:00:00,273.29999
1991-07-19 03:00:00,275.07999
1991-07-22 03:00:00,283.84998
1991-07-23 03:00:00,283.43997
1991-07-24 03:00:00,285.21997
1991-07-25 03:00:00,282.34
1991-07-26 03:00:00,273.03998
1991-07-29 03:00:00,267.28998
1991-07-30 03:00:00,263.87997
1991-07-31 03:00:00,271.32999
1991-08-01 03:00:00,280.46997
1991-08-02 03:00:00,284.09998
1991-08-05 03:00:00,304.98999
1991-08-06 03:00:00,313.79999
1991-08-07 03:00:00,318.00998
1991-08-08 03:00:00,331.73999
1991-08-09 03:00:00,342.64999
1991-08-12 03:00:00,368.59
1991-08-13 03:00:00,353.97998
1991-08-14 03:00:00,367.51999
1991-08-15 03:00:00,405.37
1991-08-16 03:00:00,414.25
1991-08-19 03:00:00,423.84
1991-08-20 03:00:00,463.31998
1991-08-21 03:00:00,519.62994
1991-08-22 03:00:00,597.73999
1991-08-23 03:00:00,550.84998
1991-08-26 03:00:00,520.31995
1991-08-27 03:00:00,484.32999
1991-08-28 03:00:00,551.34998
1991-08-29 03:00:00,604.31995
1991-08-30 03:00:00,594.25995
1991-09-02 03:00:00,611.64996
1991-09-03 03:00:00,585.85999
1991-09-04 03:00:00,571.81995
1991-09-05 03:00:00,619.10999
1991-09-06 03:00:00,620.87
1991-09-09 03:00:00,601.26996
1991-09-10 03:00:00,591.35999
1991-09-11 03:00:00,550.69995
1991-09-12 03:00:00,525.44995
1991-09-13 03:00:00,534.32996
1991-09-16 03:00:00,522.62
1991-09-17 03:00:00,515.82996
1991-09-18 03:00:00,556.57996
1991-09-19 03:00:00,585.98999
1991-09-20 03:00:00,586.48999
1991-09-23 03:00:00,565.87
1991-09-24 03:00:00,562.48999
1991-09-25 03:00:00,598.37
1991-09-26 03:00:00,625.33997
1991-09-27 03:00:00,621.0
1991-09-30 03:00:00,652.72998
1991-10-01 03:00:00,703.81995
1991-10-02 03:00:00,699.65997
1991-10-03 03:00:00,705.84998
1991-10-04 03:00:00,707.18994
1991-10-07 03:00:00,745.87
1991-10-08 03:00:00,733.22998
1991-10-09 03:00:00,718.69995
1991-10-10 03:00:00,747.94995
1991-10-11 03:00:00,811.76996
1991-10-14 03:00:00,827.88995
1991-10-15 03:00:00,806.66998
1991-10-16 03:00:00,840.65997
1991-10-17 03:00:00,821.16998
1991-10-18 03:00:00,818.76996
1991-10-21 02:00:00,775.95996
1991-10-22 02:00:00,751.25
1991-10-23 02:00:00,778.18994
1991-10-24 02:00:00,738.73999
1991-10-25 02:00:00,738.95996
1991-10-28 02:00:00,732.88995
1991-10-29 02:00:00,704.66998
1991-10-30 02:00:00,775.06995
1991-10-31 02:00:00,799.09998
1991-11-01 02:00:00,854.69995
1991-11-04 02:00:00,839.98999
1991-11-05 02:00:00,812.12
1991-11-07 02:00:00,793.17999
1991-11-08 02:00:00,813.40997
1991-11-11 02:00:00,803.89996
1991-11-12 02:00:00,786.25
1991-11-13 02:00:00,760.53998
1991-11-14 02:00:00,732.69995
1991-11-15 02:00:00,732.91998
1991-11-18 02:00:00,666.25
1991-11-19 02:00:00,652.69995
1991-11-20 02:00:00,694.16998
1991-11-21 02:00:00,644.26996
1991-11-22 02:00:00,613.90997
1991-11-25 02:00:00,605.41998
1991-11-26 02:00:00,638.85999
1991-11-27 02:00:00,689.69995
1991-11-28 02:00:00,652.75
1991-11-29 02:00:00,666.32996
1991-12-02 02:00:00,693.23999
1991-12-03 02:00:00,737.88995
1991-12-04 02:00:00,709.75
1991-12-05 02:00:00,717.66998
1991-12-06 02:00:00,689.20996
1991-12-09 02:00:00,658.92999
1991-12-10 02:00:00,690.08997
1991-12-11 02:00:00,689.19995
1991-12-12 02:00:00,692.34998
1991-12-13 02:00:00,705.03998
1991-12-16 02:00:00,721.75
1991-12-17 02:00:00,725.39996
1991-12-18 02:00:00,739.60999
1991-12-19 02:00:00,715.72998
1991-12-20 02:00:00,741.29999
1991-12-23 02:00:00,761.38995
1991-12-24 02:00:00,773.59998
1991-12-26 02:00:00,767.75
1991-12-27 02:00:00,782.39996
1991-12-30 02:00:00,800.62
1992-01-02 02:00:00,794.0
1992-01-03 02:00:00,800.0
1992-01-06 02:00:00,786.0
1992-01-07 02:00:00,786.0
1992-01-08 02:00:00,792.89996
1992-01-09 02:00:00,810.75
1992-01-10 02:00:00,820.78998
1992-01-13 02:00:00,820.70996
1992-01-14 02:00:00,799.09998
1992-01-15 02:00:00,762.56995
1992-01-16 02:00:00,785.93994
1992-01-17 02:00:00,777.72998
1992-01-20 02:00:00,779.56
1992-01-21 02:00:00,777.31
1992-01-22 02:00:00,774.41998
1992-01-23 02:00:00,797.37994
1992-01-24 02:00:00,809.85999
1992-01-27 02:00:00,814.13995
1992-01-28 02:00:00,811.14996
1992-01-29 02:00:00,811.56995
1992-01-30 02:00:00,808.35999
1992-01-31 02:00:00,807.91998
1992-02-03 02:00:00,813.39996
1992-02-04 02:00:00,830.03998
1992-02-05 02:00:00,817.63995
1992-02-06 02:00:00,810.50995
1992-02-07 02:00:00,807.85999
1992-02-10 02:00:00,800.25
1992-02-11 02:00:00,799.89996
1992-02-12 02:00:00,803.84998
1992-02-13 02:00:00,804.33997
1992-02-14 02:00:00,796.42999
1992-02-17 02:00:00,789.25995
1992-02-18 02:00:00,784.08997
1992-02-19 02:00:00,774.33997
1992-02-20 02:00:00,781.23999
1992-02-21 02:00:00,792.29999
1992-02-24 02:00:00,784.40997
1992-02-25 02:00:00,768.68994
1992-02-26 02:00:00,763.39996
1992-02-27 02:00:00,741.04999
1992-02-28 02:00:00,702.72998
1992-03-02 03:00:00,705.43994
1992-03-03 03:00:00,761.96997
1992-03-04 03:00:00,736.85999
1992-03-05 03:00:00,735.15997
1992-03-06 03:00:00,723.88995
1992-03-09 03:00:00,698.81995
1992-03-10 03:00:00,714.04999
1992-03-11 03:00:00,713.62
1992-03-12 03:00:00,688.70996
1992-03-13 03:00:00,704.45996
1992-03-16 03:00:00,731.62
1992-03-17 03:00:00,717.66998
1992-03-18 03:00:00,727.59998
1992-03-19 03:00:00,749.25
1992-03-20 03:00:00,754.98999
1992-03-23 03:00:00,770.20996
1992-03-24 03:00:00,757.45996
1992-03-25 03:00:00,748.25
1992-03-26 03:00:00,746.00995
1992-03-27 03:00:00,761.12994
1992-03-30 03:00:00,761.12994
1992-03-31 03:00:00,747.78998
1992-04-01 03:00:00,742.93994
1992-04-02 03:00:00,751.63995
1992-04-03 03:00:00,768.42999
1992-04-06 03:00:00,765.31995
1992-04-07 03:00:00,753.13995
1992-04-08 03:00:00,735.43994
1992-04-09 03:00:00,746.25995
1992-04-10 03:00:00,746.57996
1992-04-13 03:00:00,737.20996
1992-04-14 03:00:00,728.64996
1992-04-15 03:00:00,733.41998
1992-04-20 03:00:00,745.89996
1992-04-21 03:00:00,750.09998
1992-04-22 03:00:00,744.09998
