Date,MERVAL
1996-06-25 03:00:00,611.67999
1996-06-26 03:00:00,617.54999
1996-06-27 03:00:00,615.96997
1996-06-28 03:00:00,607.39996
1996-07-01 03:00:00,603.75
1996-07-02 03:00:00,599.77997
1996-07-03 03:00:00,602.64996
1996-07-04 03:00:00,606.81995
1996-07-05 03:00:00,592.42999
1996-07-08 03:00:00,573.09998
1996-07-10 03:00:00,567.25995
1996-07-11 03:00:00,566.73999
1996-07-12 03:00:00,571.04999
1996-07-15 03:00:00,545.75
1996-07-16 03:00:00,543.26996
1996-07-17 03:00:00,552.26996
1996-07-18 03:00:00,551.29999
1996-07-19 03:00:00,559.81995
1996-07-22 03:00:00,551.45996
1996-07-23 03:00:00,541.09998
1996-07-24 03:00:00,532.83997
1996-07-25 03:00:00,526.42999
1996-07-26 03:00:00,504.85999
1996-07-29 03:00:00,519.21997
1996-07-30 03:00:00,536.89996
1996-07-31 03:00:00,529.08997
1996-08-01 03:00:00,536.68994
1996-08-02 03:00:00,554.48999
1996-08-05 03:00:00,549.34998
1996-08-06 03:00:00,551.12994
1996-08-07 03:00:00,552.79999
1996-08-08 03:00:00,549.59998
1996-08-09 03:00:00,535.62
1996-08-12 03:00:00,525.57996
1996-08-13 03:00:00,500.39999
1996-08-14 03:00:00,499.87
1996-08-15 03:00:00,516.65997
1996-08-16 03:00:00,525.08997
1996-08-20 03:00:00,514.39996
1996-08-21 03:00:00,497.06
1996-08-22 03:00:00,491.70999
1996-08-23 03:00:00,500.37
1996-08-26 03:00:00,497.50998
1996-08-27 03:00:00,514.63995
1996-08-28 03:00:00,510.14999
1996-08-29 03:00:00,504.34
1996-08-30 03:00:00,509.42999
1996-09-03 03:00:00,518.85999
1996-09-04 03:00:00,516.52997
1996-09-05 03:00:00,521.07996
1996-09-06 03:00:00,532.25995
1996-09-09 03:00:00,538.73999
1996-09-10 03:00:00,534.52997
1996-09-11 03:00:00,534.58997
1996-09-12 03:00:00,537.62994
1996-09-13 03:00:00,540.66998
1996-09-16 03:00:00,547.20996
1996-09-17 03:00:00,545.31995
1996-09-18 03:00:00,547.81
1996-09-19 03:00:00,552.03998
1996-09-20 03:00:00,548.0
1996-09-23 03:00:00,545.17999
1996-09-24 03:00:00,545.48999
1996-09-25 03:00:00,544.37
1996-09-26 03:00:00,550.90997
1996-09-27 03:00:00,556.00995
1996-09-30 03:00:00,558.72998
1996-10-01 03:00:00,560.98999
1996-10-02 03:00:00,570.5
1996-10-03 03:00:00,575.37994
1996-10-04 03:00:00,577.62
1996-10-07 03:00:00,579.12994
1996-10-08 03:00:00,590.10999
1996-10-09 03:00:00,583.13995
1996-10-10 03:00:00,584.60999
1996-10-11 03:00:00,584.17999
1996-10-14 03:00:00,584.02997
1996-10-15 03:00:00,578.84998
1996-10-16 03:00:00,560.43994
1996-10-17 03:00:00,569.71997
1996-10-18 03:00:00,569.64996
1996-10-21 03:00:00,557.41998
1996-10-22 03:00:00,554.32996
1996-10-23 03:00:00,560.97998
1996-10-24 03:00:00,560.97998
1996-10-25 03:00:00,559.56995
1996-10-28 03:00:00,562.21997
1996-10-29 03:00:00,570.15997
1996-10-30 03:00:00,570.22998
1996-10-31 03:00:00,570.56995
1996-11-01 03:00:00,574.12994
1996-11-04 03:00:00,582.25995
1996-11-05 03:00:00,583.52997
1996-11-06 03:00:00,579.72998
1996-11-07 03:00:00,583.28998
1996-11-08 03:00:00,579.22998
1996-11-11 03:00:00,587.59998
1996-11-12 03:00:00,592.96997
1996-11-13 03:00:00,597.04999
1996-11-14 03:00:00,605.33997
1996-11-15 03:00:00,603.25995
1996-11-18 03:00:00,609.27997
1996-11-19 03:00:00,607.18994
1996-11-20 03:00:00,602.71997
1996-11-21 03:00:00,603.02997
1996-11-22 03:00:00,607.06
1996-11-25 03:00:00,607.32996
1996-11-26 03:00:00,610.56
1996-11-27 03:00:00,603.65997
1996-11-28 03:00:00,603.57996
1996-11-29 03:00:00,616.97998
1996-12-02 03:00:00,628.62
1996-12-03 03:00:00,635.64996
1996-12-04 03:00:00,628.57996
1996-12-05 03:00:00,636.57996
1996-12-06 03:00:00,626.52997
1996-12-09 03:00:00,627.31
1996-12-10 03:00:00,632.44995
1996-12-11 03:00:00,608.97998
1996-12-12 03:00:00,592.81995
1996-12-13 03:00:00,600.42999
1996-12-16 03:00:00,600.19995
1996-12-17 03:00:00,612.67999
1996-12-18 03:00:00,614.77997
1996-12-19 03:00:00,626.29999
1996-12-20 03:00:00,628.0
1996-12-23 03:00:00,638.35999
1996-12-24 03:00:00,642.10999
1996-12-26 03:00:00,650.03998
1996-12-27 03:00:00,650.22998
1996-12-30 03:00:00,649.37
1997-01-02 03:00:00,639.06
1997-01-03 03:00:00,651.82996
1997-01-06 03:00:00,656.97998
1997-01-07 03:00:00,663.48999
1997-01-08 03:00:00,664.45996
1997-01-09 03:00:00,672.16998
1997-01-10 03:00:00,674.92999
1997-01-13 03:00:00,674.37994
1997-01-14 03:00:00,688.57996
1997-01-15 03:00:00,691.72998
1997-01-16 03:00:00,685.90997
1997-01-17 03:00:00,680.97998
1997-01-20 03:00:00,686.56
1997-01-21 03:00:00,686.01996
1997-01-22 03:00:00,679.46997
1997-01-23 03:00:00,677.28998
1997-01-24 03:00:00,661.98999
1997-01-27 03:00:00,656.56995
1997-01-28 03:00:00,666.29999
1997-01-29 03:00:00,676.88995
1997-01-30 03:00:00,689.20996
1997-01-31 03:00:00,692.50995
1997-02-03 03:00:00,706.18994
1997-02-04 03:00:00,707.50995
1997-02-05 03:00:00,699.23999
1997-02-06 03:00:00,698.09998
1997-02-07 03:00:00,702.98999
1997-02-10 03:00:00,707.15997
1997-02-11 03:00:00,708.01996
1997-02-12 03:00:00,718.41998
1997-02-13 03:00:00,724.46997
1997-02-14 03:00:00,725.48999
1997-02-17 03:00:00,734.18994
1997-02-18 03:00:00,731.81995
1997-02-19 03:00:00,729.09998
1997-02-20 03:00:00,727.75995
1997-02-21 03:00:00,740.85999
1997-02-24 03:00:00,759.16998
1997-02-25 03:00:00,752.37
1997-02-26 03:00:00,742.35999
1997-02-27 03:00:00,724.08997
1997-02-28 03:00:00,717.64996
1997-03-03 03:00:00,716.38995
1997-03-04 03:00:00,721.0
1997-03-05 03:00:00,721.29999
1997-03-06 03:00:00,719.91998
1997-03-07 03:00:00,730.35999
1997-03-10 03:00:00,742.0
1997-03-11 03:00:00,726.76996
1997-03-12 03:00:00,717.96997
1997-03-13 03:00:00,708.77997
1997-03-14 03:00:00,711.69995
1997-03-17 03:00:00,702.07996
1997-03-18 03:00:00,706.46997
1997-03-19 03:00:00,708.84998
1997-03-20 03:00:00,723.52997
1997-03-21 03:00:00,730.37
1997-03-24 03:00:00,741.90997
1997-03-25 03:00:00,744.62
1997-03-26 03:00:00,739.14996
1997-03-31 03:00:00,706.07996
1997-04-01 03:00:00,715.25
1997-04-02 03:00:00,729.00995
1997-04-03 03:00:00,718.03998
1997-04-04 03:00:00,722.41998
1997-04-07 03:00:00,722.20996
1997-04-08 03:00:00,716.53998
1997-04-09 03:00:00,712.97998
1997-04-10 03:00:00,705.90997
1997-04-11 03:00:00,686.14996
1997-04-14 03:00:00,689.62994
1997-04-15 03:00:00,706.64996
1997-04-16 03:00:00,715.92999
1997-04-17 03:00:00,708.69995
1997-04-18 03:00:00,703.73999
1997-04-21 03:00:00,697.84998
1997-04-22 03:00:00,714.76996
1997-04-23 03:00:00,722.06995
1997-04-24 03:00:00,709.77997
1997-04-25 03:00:00,715.47998
1997-04-28 03:00:00,716.50995
1997-04-29 03:00:00,728.65997
1997-04-30 03:00:00,722.59998
1997-05-02 03:00:00,732.25995
1997-05-05 03:00:00,738.27997
1997-05-06 03:00:00,734.02997
1997-05-07 03:00:00,724.78998
1997-05-08 03:00:00,726.62
1997-05-09 03:00:00,723.77997
1997-05-12 03:00:00,726.95996
1997-05-13 03:00:00,729.28998
1997-05-14 03:00:00,734.57996
1997-05-15 03:00:00,742.50995
1997-05-16 03:00:00,743.02997
1997-05-19 03:00:00,744.66998
1997-05-20 03:00:00,754.00995
1997-05-21 03:00:00,764.70996
1997-05-22 03:00:00,765.41998
1997-05-23 03:00:00,767.66998
1997-05-26 03:00:00,768.91998
1997-05-27 03:00:00,765.28998
1997-05-28 03:00:00,759.90997
1997-05-29 03:00:00,767.31
1997-05-30 03:00:00,778.07996
1997-06-02 03:00:00,792.08997
1997-06-03 03:00:00,788.72998
1997-06-04 03:00:00,790.06995
1997-06-05 03:00:00,788.85999
1997-06-06 03:00:00,802.94995
1997-06-10 03:00:00,805.44995
1997-06-11 03:00:00,803.56995
1997-06-12 03:00:00,814.5
1997-06-13 03:00:00,813.39996
1997-06-17 03:00:00,801.13995
1997-06-18 03:00:00,817.01996
1997-06-19 03:00:00,826.12
1997-06-20 03:00:00,822.5
1997-06-23 03:00:00,814.38995
1997-06-24 03:00:00,825.32996
1997-06-25 03:00:00,820.13995
1997-06-26 03:00:00,811.82996
1997-06-27 03:00:00,809.92999
1997-06-30 03:00:00,809.22998
1997-07-01 03:00:00,818.39996
1997-07-02 03:00:00,824.10999
1997-07-03 03:00:00,831.43994
1997-07-04 03:00:00,837.94995
1997-07-07 03:00:00,841.68994
1997-07-08 03:00:00,846.32996
1997-07-10 03:00:00,845.62
1997-07-11 03:00:00,850.62
1997-07-14 03:00:00,836.13995
1997-07-15 03:00:00,807.90997
1997-07-16 03:00:00,826.37
1997-07-17 03:00:00,815.34998
1997-07-18 03:00:00,802.10999
1997-07-21 03:00:00,790.47998
1997-07-22 03:00:00,813.46997
1997-07-23 03:00:00,821.69995
1997-07-24 03:00:00,836.12
1997-07-25 03:00:00,841.18994
1997-07-28 03:00:00,852.19995
1997-07-29 03:00:00,849.01996
1997-07-30 03:00:00,847.23999
1997-07-31 03:00:00,850.02997
1997-08-01 03:00:00,841.07996
1997-08-04 03:00:00,832.71997
1997-08-05 03:00:00,838.70996
1997-08-06 03:00:00,857.43994
1997-08-07 03:00:00,849.87994
1997-08-08 03:00:00,850.72998
1997-08-11 03:00:00,853.28998
1997-08-12 03:00:00,841.04999
1997-08-13 03:00:00,836.93994
1997-08-14 03:00:00,840.44995
1997-08-15 03:00:00,838.70996
1997-08-19 03:00:00,850.00995
1997-08-20 03:00:00,866.46997
1997-08-21 03:00:00,862.13995
1997-08-22 03:00:00,843.65997
1997-08-25 03:00:00,846.90997
1997-08-26 03:00:00,846.51996
1997-08-27 03:00:00,861.84998
1997-08-28 03:00:00,865.29999
1997-08-29 03:00:00,832.92999
1997-09-01 03:00:00,810.04999
1997-09-02 03:00:00,826.82996
1997-09-03 03:00:00,834.17999
1997-09-04 03:00:00,831.81995
1997-09-05 03:00:00,831.96997
1997-09-08 03:00:00,832.15997
1997-09-09 03:00:00,831.58997
1997-09-10 03:00:00,808.25995
1997-09-11 03:00:00,796.84998
1997-09-12 03:00:00,815.87
1997-09-15 03:00:00,800.89996
1997-09-16 03:00:00,820.62
1997-09-17 03:00:00,821.57996
1997-09-18 03:00:00,820.83997
1997-09-19 03:00:00,812.31995
1997-09-22 03:00:00,807.78998
1997-09-23 03:00:00,809.20996
1997-09-24 03:00:00,817.31
1997-09-25 03:00:00,818.18994
1997-09-26 03:00:00,825.90997
1997-09-29 03:00:00,825.70996
1997-09-30 03:00:00,822.46997
1997-10-01 03:00:00,832.33997
1997-10-02 03:00:00,834.62994
1997-10-03 03:00:00,834.08997
1997-10-06 03:00:00,837.59998
1997-10-07 03:00:00,842.92999
1997-10-08 03:00:00,830.53998
1997-10-09 03:00:00,834.03998
1997-10-10 03:00:00,825.23999
1997-10-13 03:00:00,821.18994
1997-10-14 03:00:00,826.92999
1997-10-15 03:00:00,832.93994
1997-10-16 03:00:00,829.26996
1997-10-17 03:00:00,821.59998
1997-10-20 03:00:00,843.39996
1997-10-21 03:00:00,857.62
1997-10-22 03:00:00,862.58997
1997-10-23 03:00:00,820.46002
1997-10-24 03:00:00,786.20996
1997-10-27 03:00:00,678.28998
1997-10-28 03:00:00,719.52997
1997-10-29 03:00:00,693.34998
1997-10-30 03:00:00,631.25
1997-10-31 03:00:00,660.23999
1997-11-03 03:00:00,686.65997
1997-11-04 03:00:00,706.08997
1997-11-05 03:00:00,681.12
1997-11-06 03:00:00,686.03998
1997-11-07 03:00:00,651.34998
1997-11-10 03:00:00,614.12
1997-11-11 03:00:00,605.96997
1997-11-12 03:00:00,576.31995
1997-11-13 03:00:00,593.25995
1997-11-14 03:00:00,606.26996
1997-11-17 03:00:00,609.77997
1997-11-18 03:00:00,598.5
1997-11-19 03:00:00,620.87994
1997-11-20 03:00:00,630.27997
1997-11-21 03:00:00,649.89996
1997-11-24 03:00:00,622.13995
1997-11-25 03:00:00,633.25
1997-11-26 03:00:00,648.52997
1997-11-27 03:00:00,659.03998
1997-11-28 03:00:00,655.59998
1997-12-01 03:00:00,680.28998
1997-12-02 03:00:00,688.89996
1997-12-03 03:00:00,705.35999
1997-12-04 03:00:00,712.57996
1997-12-05 03:00:00,723.76996
1997-12-09 03:00:00,703.77997
1997-12-10 03:00:00,672.76996
1997-12-11 03:00:00,662.92999
1997-12-12 03:00:00,653.28998
1997-12-15 03:00:00,673.17999
1997-12-16 03:00:00,674.67999
1997-12-17 03:00:00,669.06
1997-12-18 03:00:00,655.79999
1997-12-19 03:00:00,645.31
1997-12-22 03:00:00,648.44995
1997-12-23 03:00:00,642.63995
1997-12-24 03:00:00,641.23999
1997-12-26 03:00:00,644.33997
1997-12-29 03:00:00,668.83997
1997-12-30 03:00:00,687.5
1998-01-02 03:00:00,694.00995
1998-01-05 03:00:00,681.09998
1998-01-06 03:00:00,650.37
1998-01-07 03:00:00,647.92999
1998-01-08 03:00:00,626.91998
1998-01-09 03:00:00,589.43994
1998-01-12 03:00:00,579.81
1998-01-13 03:00:00,603.37994
1998-01-14 03:00:00,609.51996
1998-01-15 03:00:00,600.41998
1998-01-16 03:00:00,614.41998
1998-01-19 03:00:00,628.64996
1998-01-20 03:00:00,627.04999
1998-01-21 03:00:00,615.53998
1998-01-22 03:00:00,610.77997
1998-01-23 03:00:00,608.89996
1998-01-26 03:00:00,611.68994
1998-01-27 03:00:00,628.50995
1998-01-28 03:00:00,629.69995
1998-01-29 03:00:00,624.96997
1998-01-30 03:00:00,612.37994
1998-02-02 03:00:00,642.66998
1998-02-03 03:00:00,654.35999
1998-02-04 03:00:00,660.01996
1998-02-05 03:00:00,655.92999
1998-02-06 03:00:00,658.0
1998-02-09 03:00:00,659.0
1998-02-10 03:00:00,670.72998
1998-02-11 03:00:00,677.82996
1998-02-12 03:00:00,678.64996
1998-02-13 03:00:00,674.45996
1998-02-16 03:00:00,673.25995
1998-02-17 03:00:00,670.01996
1998-02-18 03:00:00,666.75995
1998-02-19 03:00:00,673.84998
1998-02-20 03:00:00,675.32996
1998-02-23 03:00:00,680.56
1998-02-24 03:00:00,682.33997
1998-02-25 03:00:00,690.63995
1998-02-26 03:00:00,682.50995
1998-02-27 03:00:00,686.63995
1998-03-02 03:00:00,683.96997
1998-03-03 03:00:00,676.32996
1998-03-04 03:00:00,676.27997
1998-03-05 03:00:00,662.28998
1998-03-06 03:00:00,666.95996
1998-03-09 03:00:00,658.98999
1998-03-10 03:00:00,663.51996
1998-03-11 03:00:00,670.25995
1998-03-12 03:00:00,673.97998
1998-03-13 03:00:00,675.12994
1998-03-16 03:00:00,677.02997
1998-03-17 03:00:00,670.62
1998-03-18 03:00:00,674.52997
1998-03-19 03:00:00,676.98999
1998-03-20 03:00:00,688.18994
1998-03-23 03:00:00,705.87994
1998-03-24 03:00:00,708.25995
1998-03-25 03:00:00,698.68994
1998-03-26 03:00:00,713.53998
1998-03-27 03:00:00,710.27997
1998-03-30 03:00:00,715.65997
1998-03-31 03:00:00,709.96997
1998-04-01 03:00:00,710.65997
1998-04-02 03:00:00,705.95996
1998-04-03 03:00:00,683.94995
1998-04-06 03:00:00,678.06995
1998-04-07 03:00:00,658.79999
1998-04-08 03:00:00,660.82996
1998-04-13 03:00:00,664.63995
1998-04-14 03:00:00,677.20996
1998-04-15 03:00:00,683.06
1998-04-16 03:00:00,680.25
1998-04-17 03:00:00,693.21997
1998-04-20 03:00:00,699.62
1998-04-21 03:00:00,703.67999
1998-04-22 03:00:00,710.65997
1998-04-23 03:00:00,703.66998
1998-04-24 03:00:00,701.20996
1998-04-27 03:00:00,676.65997
1998-04-28 03:00:00,683.63995
1998-04-29 03:00:00,692.43994
1998-04-30 03:00:00,698.89996
1998-05-04 03:00:00,701.90997
1998-05-05 03:00:00,705.79999
1998-05-06 03:00:00,701.58997
1998-05-07 03:00:00,691.41998
1998-05-08 03:00:00,693.73999
1998-05-11 03:00:00,680.29999
1998-05-12 03:00:00,683.48999
1998-05-13 03:00:00,671.02997
1998-05-14 03:00:00,664.35999
1998-05-15 03:00:00,669.0
1998-05-18 03:00:00,637.01996
1998-05-19 03:00:00,635.26996
1998-05-20 03:00:00,642.44995
1998-05-21 03:00:00,643.06
1998-05-22 03:00:00,626.38995
1998-05-26 03:00:00,595.96997
1998-05-27 03:00:00,603.06995
1998-05-28 03:00:00,609.56
1998-05-29 03:00:00,602.00995
1998-06-01 03:00:00,589.41998
1998-06-02 03:00:00,600.67999
1998-06-03 03:00:00,598.31
1998-06-04 03:00:00,604.41998
1998-06-05 03:00:00,615.21997
1998-06-09 03:00:00,597.20996
1998-06-10 03:00:00,574.03998
1998-06-11 03:00:00,560.77997
1998-06-12 03:00:00,566.58997
1998-06-16 03:00:00,538.35999
1998-06-17 03:00:00,571.22998
1998-06-18 03:00:00,561.72998
1998-06-19 03:00:00,561.60999
1998-06-22 03:00:00,554.04999
1998-06-23 03:00:00,562.58997
1998-06-24 03:00:00,555.5
1998-06-25 03:00:00,543.08997
1998-06-26 03:00:00,540.56
1998-06-29 03:00:00,547.78998
1998-06-30 03:00:00,550.43994
1998-07-01 03:00:00,572.38995
1998-07-02 03:00:00,579.03998
1998-07-03 03:00:00,585.42999
1998-07-06 03:00:00,592.18994
1998-07-07 03:00:00,614.57996
1998-07-08 03:00:00,616.70996
1998-07-10 03:00:00,612.79999
1998-07-13 03:00:00,623.63995
1998-07-14 03:00:00,623.03998
1998-07-15 03:00:00,621.69995
1998-07-16 03:00:00,616.90997
1998-07-17 03:00:00,628.58997
1998-07-20 03:00:00,633.28998
1998-07-21 03:00:00,617.57996
1998-07-22 03:00:00,615.75
1998-07-23 03:00:00,603.87994
1998-07-24 03:00:00,609.23999
1998-07-27 03:00:00,605.73999
1998-07-28 03:00:00,598.62994
1998-07-29 03:00:00,596.71997
1998-07-30 03:00:00,601.42999
1998-07-31 03:00:00,588.78998
1998-08-03 03:00:00,576.06
1998-08-04 03:00:00,552.25995
1998-08-05 03:00:00,552.56995
1998-08-06 03:00:00,551.21997
1998-08-07 03:00:00,532.92999
1998-08-10 03:00:00,511.96997
1998-08-11 03:00:00,489.65997
1998-08-12 03:00:00,485.07999
1998-08-13 03:00:00,480.78
1998-08-14 03:00:00,483.53
1998-08-18 03:00:00,471.31998
1998-08-19 03:00:00,470.73999
1998-08-20 03:00:00,441.82999
1998-08-21 03:00:00,407.21997
1998-08-24 03:00:00,409.06998
1998-08-25 03:00:00,415.18997
1998-08-26 03:00:00,404.00998
1998-08-27 03:00:00,361.04999
1998-08-28 03:00:00,364.56
1998-08-31 03:00:00,358.48999
1998-09-01 03:00:00,390.00998
1998-09-02 03:00:00,390.39999
1998-09-03 03:00:00,367.35999
1998-09-04 03:00:00,354.95999
1998-09-07 03:00:00,375.90997
1998-09-08 03:00:00,365.03998
1998-09-09 03:00:00,348.10999
1998-09-10 03:00:00,301.72998
1998-09-11 03:00:00,322.17999
1998-09-14 03:00:00,339.72998
1998-09-15 03:00:00,369.96997
1998-09-16 03:00:00,368.59998
1998-09-17 03:00:00,350.15997
1998-09-18 03:00:00,359.34
1998-09-21 03:00:00,356.17999
1998-09-22 03:00:00,368.75998
1998-09-23 03:00:00,399.12997
1998-09-24 03:00:00,383.59
1998-09-25 03:00:00,389.25
1998-09-28 03:00:00,399.71997
1998-09-29 03:00:00,397.35999
1998-09-30 03:00:00,380.28
1998-10-01 03:00:00,350.93997
1998-10-02 03:00:00,374.09998
1998-10-05 03:00:00,365.89999
1998-10-06 03:00:00,368.88
1998-10-07 03:00:00,360.43997
1998-10-08 03:00:00,363.81998
1998-10-09 03:00:00,385.44998
1998-10-13 03:00:00,393.98999
1998-10-14 03:00:00,396.20999
1998-10-15 03:00:00,428.03998
1998-10-16 03:00:00,422.25
1998-10-19 03:00:00,423.94998
1998-10-20 03:00:00,435.53998
1998-10-21 03:00:00,443.91998
1998-10-22 03:00:00,463.35999
1998-10-23 03:00:00,455.12
1998-10-26 03:00:00,450.75998
1998-10-27 03:00:00,458.92999
1998-10-28 03:00:00,442.26999
1998-10-29 03:00:00,444.28998
1998-10-30 03:00:00,457.45999
1998-11-02 03:00:00,474.53
1998-11-03 03:00:00,485.97998
1998-11-04 03:00:00,492.85999
1998-11-05 03:00:00,500.23999
1998-11-06 03:00:00,493.95999
1998-11-09 03:00:00,471.67999
1998-11-10 03:00:00,475.82999
1998-11-11 03:00:00,477.53
1998-11-12 03:00:00,464.09
1998-11-13 03:00:00,472.07999
1998-11-16 03:00:00,477.42999
1998-11-17 03:00:00,477.01999
1998-11-18 03:00:00,477.37997
1998-11-19 03:00:00,483.59998
1998-11-20 03:00:00,501.93997
1998-11-23 03:00:00,504.06998
1998-11-24 03:00:00,513.14996
1998-11-25 03:00:00,518.77997
1998-11-26 03:00:00,519.31995
1998-11-27 03:00:00,517.53998
1998-11-30 03:00:00,488.79999
1998-12-01 03:00:00,491.19998
1998-12-02 03:00:00,484.87997
1998-12-03 03:00:00,453.12
1998-12-04 03:00:00,450.59
1998-12-07 03:00:00,452.93997
1998-12-09 03:00:00,446.31
1998-12-11 03:00:00,435.17999
1998-12-14 03:00:00,409.64999
1998-12-15 03:00:00,423.72998
1998-12-16 03:00:00,427.59998
1998-12-17 03:00:00,418.25998
1998-12-18 03:00:00,424.06
1998-12-21 03:00:00,436.35999
1998-12-22 03:00:00,436.41998
1998-12-23 03:00:00,440.76999
1998-12-24 03:00:00,443.68997
1998-12-28 03:00:00,432.26999
1998-12-29 03:00:00,433.43997
1998-12-30 03:00:00,430.06
1999-01-04 03:00:00,433.35999
1999-01-05 03:00:00,437.82999
1999-01-06 03:00:00,444.09998
1999-01-07 03:00:00,438.95999
1999-01-08 03:00:00,426.81
1999-01-11 03:00:00,411.10999
1999-01-12 03:00:00,396.78
1999-01-13 03:00:00,355.62
1999-01-14 03:00:00,340.60999
1999-01-15 03:00:00,382.37
1999-01-18 03:00:00,373.62997
1999-01-19 03:00:00,380.54999
1999-01-20 03:00:00,380.94998
1999-01-21 03:00:00,357.5
1999-01-22 03:00:00,359.45999
1999-01-25 03:00:00,358.82999
1999-01-26 03:00:00,361.72998
1999-01-27 03:00:00,368.46997
1999-01-28 03:00:00,367.57999
1999-01-29 03:00:00,371.89999
1999-02-01 03:00:00,392.16998
1999-02-02 03:00:00,396.13998
1999-02-03 03:00:00,396.44998
1999-02-04 03:00:00,396.88998
1999-02-05 03:00:00,394.43997
1999-02-08 03:00:00,391.34998
1999-02-09 03:00:00,382.87
1999-02-10 03:00:00,381.90997
1999-02-11 03:00:00,391.62
1999-02-12 03:00:00,387.37997
1999-02-15 03:00:00,390.0
1999-02-16 03:00:00,390.17999
1999-02-17 03:00:00,382.09998
1999-02-18 03:00:00,384.38998
1999-02-19 03:00:00,391.09
1999-02-22 03:00:00,389.35999
1999-02-23 03:00:00,382.19998
1999-02-24 03:00:00,379.03998
1999-02-25 03:00:00,374.78998
1999-02-26 03:00:00,380.76999
1999-03-01 03:00:00,382.25
1999-03-02 03:00:00,379.70999
1999-03-03 03:00:00,374.78
1999-03-04 03:00:00,383.82999
1999-03-05 03:00:00,387.40997
1999-03-08 03:00:00,388.42999
1999-03-09 03:00:00,391.06
1999-03-10 03:00:00,403.56
1999-03-11 03:00:00,410.81
1999-03-12 03:00:00,407.93997
1999-03-15 03:00:00,417.39999
1999-03-16 03:00:00,413.59998
1999-03-17 03:00:00,411.95999
1999-03-18 03:00:00,412.72998
1999-03-19 03:00:00,410.03998
1999-03-22 03:00:00,401.84998
1999-03-23 03:00:00,401.35999
1999-03-24 03:00:00,399.43997
1999-03-25 03:00:00,412.31
1999-03-26 03:00:00,406.87997
1999-03-29 03:00:00,415.50998
1999-03-30 03:00:00,419.01999
1999-03-31 03:00:00,419.78
1999-04-05 03:00:00,437.96997
1999-04-06 03:00:00,439.63998
1999-04-07 03:00:00,449.96997
1999-04-08 03:00:00,448.92999
1999-04-09 03:00:00,444.40997
1999-04-12 03:00:00,443.98999
1999-04-13 03:00:00,442.03
1999-04-14 03:00:00,443.94998
1999-04-15 03:00:00,457.82999
1999-04-16 03:00:00,493.87
1999-04-19 03:00:00,509.35999
1999-04-20 03:00:00,503.70999
1999-04-21 03:00:00,511.41998
1999-04-22 03:00:00,516.17999
1999-04-23 03:00:00,508.43997
1999-04-26 03:00:00,505.78
1999-04-27 03:00:00,503.39999
1999-04-28 03:00:00,506.48999
1999-04-29 03:00:00,514.33997
1999-04-30 03:00:00,563.66998
1999-05-03 03:00:00,574.18994
1999-05-04 03:00:00,577.92999
1999-05-05 03:00:00,597.57996
1999-05-06 03:00:00,604.09998
1999-05-07 03:00:00,590.0
1999-05-10 03:00:00,580.37
1999-05-11 03:00:00,562.39996
1999-05-12 03:00:00,538.04999
1999-05-13 03:00:00,546.63995
1999-05-14 03:00:00,546.04999
1999-05-17 03:00:00,539.89996
1999-05-18 03:00:00,551.59998
1999-05-19 03:00:00,527.89996
1999-05-20 03:00:00,534.19995
1999-05-21 03:00:00,511.19998
1999-05-24 03:00:00,497.41998
1999-05-26 03:00:00,518.87994
1999-05-27 03:00:00,506.56998
1999-05-28 03:00:00,518.75995
1999-05-31 03:00:00,524.09998
1999-06-01 03:00:00,520.67999
1999-06-02 03:00:00,522.04999
1999-06-03 03:00:00,521.94995
1999-06-04 03:00:00,526.83997
1999-06-07 03:00:00,523.78998
1999-06-08 03:00:00,530.52997
1999-06-09 03:00:00,522.76996
1999-06-10 03:00:00,520.65997
1999-06-11 03:00:00,512.04999
1999-06-15 03:00:00,505.35999
1999-06-16 03:00:00,518.13995
1999-06-17 03:00:00,526.33997
1999-06-18 03:00:00,525.71997
1999-06-22 03:00:00,533.34998
1999-06-23 03:00:00,544.64996
1999-06-24 03:00:00,540.40997
1999-06-25 03:00:00,535.79999
1999-06-28 03:00:00,535.92999
1999-06-29 03:00:00,524.25995
1999-06-30 03:00:00,498.71997
1999-07-01 03:00:00,512.70996
1999-07-02 03:00:00,523.97998
1999-07-05 03:00:00,526.56
1999-07-06 03:00:00,528.44995
1999-07-07 03:00:00,519.97998
1999-07-08 03:00:00,496.92999
1999-07-12 03:00:00,453.85999
1999-07-13 03:00:00,474.70999
1999-07-14 03:00:00,472.59998
1999-07-15 03:00:00,470.82999
1999-07-16 03:00:00,492.96997
1999-07-19 03:00:00,492.34998
1999-07-20 03:00:00,476.75
1999-07-21 03:00:00,483.21997
1999-07-22 03:00:00,476.14999
1999-07-23 03:00:00,469.32999
1999-07-26 03:00:00,458.21997
1999-07-27 03:00:00,461.79999
1999-07-28 03:00:00,469.48999
1999-07-29 03:00:00,471.72998
1999-07-30 03:00:00,475.40997
1999-08-02 03:00:00,467.42999
1999-08-03 03:00:00,466.81998
1999-08-04 03:00:00,461.93997
1999-08-05 03:00:00,465.78
1999-08-06 03:00:00,464.88998
1999-08-09 03:00:00,466.54999
1999-08-10 03:00:00,463.19998
1999-08-11 03:00:00,473.42999
1999-08-12 03:00:00,472.54999
1999-08-13 03:00:00,478.81998
1999-08-17 03:00:00,480.35999
